iso_3,year,stat_corp_tax_rate
VAT,2022,
VAT,2023,
VAT,2024,
VAT,2025,
VCT,1980,
VCT,1981,
VCT,1982,
VCT,1983,
VCT,1984,
VCT,1985,
VCT,1986,
VCT,1987,
VCT,1988,
VCT,1989,
VCT,1990,
VCT,1991,45.0
VCT,1992,30.0
VCT,1993,
VCT,1994,
VCT,1995,
VCT,1996,
VCT,1997,
VCT,1998,40.0
VCT,1999,
VCT,2000,40.0
VCT,2001,40.0
VCT,2002,40.0
VCT,2003,40.0
VCT,2004,40.0
VCT,2005,40.0
VCT,2006,40.0
VCT,2007,37.5
VCT,2008,35.0
VCT,2009,32.5
VCT,2010,32.5
VCT,2011,32.5
VCT,2012,32.5
VCT,2013,32.5
VCT,2014,32.5
VCT,2015,32.5
VCT,2016,32.5
VCT,2017,32.5
VCT,2018,33.0
VCT,2019,30.0
VCT,2020,30.0
VCT,2021,30.0
VCT,2022,30.0
VCT,2023,28.0
VCT,2024,28.0
VCT,2025,28.0
VEN,1980,50.0
VEN,1981,50.0
VEN,1982,50.0
VEN,1983,50.0
VEN,1984,50.0
VEN,1985,50.0
VEN,1986,50.0
VEN,1987,50.0
VEN,1988,50.0
VEN,1989,50.0
VEN,1990,50.0
VEN,1991,50.0
VEN,1992,30.0
VEN,1993,30.0
VEN,1994,30.0
VEN,1995,34.0
VEN,1996,34.0
VEN,1997,34.0
VEN,1998,34.0
VEN,1999,34.0
VEN,2000,34.0
VEN,2001,34.0
VEN,2002,34.0
VEN,2003,34.0
VEN,2004,34.0
VEN,2005,34.0
VEN,2006,34.0
VEN,2007,34.0
VEN,2008,34.0
VEN,2009,34.0
VEN,2010,34.0
VEN,2011,34.0
VEN,2012,34.0
VEN,2013,34.0
VEN,2014,34.0
VEN,2015,34.0
VEN,2016,34.0
VEN,2017,34.0
VEN,2018,34.0
VEN,2019,34.0
VEN,2020,34.0
VEN,2021,34.0
VEN,2022,34.0
VEN,2023,34.0
VEN,2024,34.0
VEN,2025,34.0
VGB,1980,
VGB,1981,
VGB,1982,
VGB,1983,
VGB,1984,15.0
VGB,1985,15.0
VGB,1986,15.0
VGB,1987,15.0
VGB,1988,15.0
VGB,1989,15.0
VGB,1990,15.0
VGB,1991,15.0
VGB,1992,15.0
VGB,1993,15.0
VGB,1994,15.0
VGB,1995,15.0
VGB,1996,15.0
VGB,1997,15.0
VGB,1998,15.0
VGB,1999,15.0
VGB,2000,15.0
VGB,2001,15.0
VGB,2002,15.0
VGB,2003,15.0
VGB,2004,15.0
VGB,2005,15.0
VGB,2006,0.0
VGB,2007,0.0
VGB,2008,0.0
VGB,2009,0.0
VGB,2010,0.0
VGB,2011,0.0
VGB,2012,0.0
VGB,2013,0.0
VGB,2014,0.0
VGB,2015,0.0
VGB,2016,0.0
VGB,2017,0.0
VGB,2018,0.0
VGB,2019,0.0
VGB,2020,0.0
VGB,2021,0.0
VGB,2022,0.0
VGB,2023,0.0
VGB,2024,0.0
VGB,2025,0.0
VIR,1980,
VIR,1981,
VIR,1982,
VIR,1983,
VIR,1984,
VIR,1985,
VIR,1986,
VIR,1987,
VIR,1988,
VIR,1989,
VIR,1990,
VIR,1991,
VIR,1992,
VIR,1993,
VIR,1994,
VIR,1995,
VIR,1996,
VIR,1997,
VIR,1998,
VIR,1999,
VIR,2000,38.5
VIR,2001,38.5
VIR,2002,38.5
VIR,2003,
VIR,2004,38.5
VIR,2005,38.5
VIR,2006,38.5
VIR,2007,38.5
VIR,2008,38.5
VIR,2009,38.5
VIR,2010,38.5
VIR,2011,38.5
VIR,2012,38.5
VIR,2013,38.5
VIR,2014,38.5
VIR,2015,38.5
VIR,2016,38.5
VIR,2017,38.5
VIR,2018,23.1
VIR,2019,23.1
VIR,2020,23.1
VIR,2021,23.1
VIR,2022,23.1
VIR,2023,23.1
VIR,2024,23.1
VIR,2025,23.1
VNM,1980,
VNM,1981,
VNM,1982,
VNM,1983,
VNM,1984,
VNM,1985,
VNM,1986,
VNM,1987,
VNM,1988,
VNM,1989,
VNM,1990,
VNM,1991,
VNM,1992,
VNM,1993,25.0
VNM,1994,25.0
VNM,1995,25.0
VNM,1996,25.0
VNM,1997,25.0
VNM,1998,25.0
VNM,1999,32.0
VNM,2000,32.0
VNM,2001,32.0
VNM,2002,32.0
VNM,2003,32.0
VNM,2004,28.0
VNM,2005,28.0
VNM,2006,28.0
VNM,2007,28.0
VNM,2008,28.0
VNM,2009,25.0
VNM,2010,25.0
VNM,2011,25.0
VNM,2012,25.0
VNM,2013,25.0
VNM,2014,22.0
VNM,2015,22.0
VNM,2016,22.0
VNM,2017,20.0
VNM,2018,20.0
VNM,2019,20.0
VNM,2020,20.0
VNM,2021,20.0
VNM,2022,20.0
VNM,2023,20.0
VNM,2024,20.0
VNM,2025,20.0
VUT,1980,0.0
VUT,1981,0.0
VUT,1982,0.0
VUT,1983,0.0
VUT,1984,0.0
VUT,1985,0.0
VUT,1986,0.0
VUT,1987,0.0
VUT,1988,0.0
VUT,1989,0.0
VUT,1990,0.0
VUT,1991,0.0
VUT,1992,0.0
VUT,1993,0.0
VUT,1994,0.0
VUT,1995,0.0
VUT,1996,0.0
VUT,1997,0.0
VUT,1998,0.0
VUT,1999,0.0
VUT,2000,0.0
VUT,2001,0.0
VUT,2002,
VUT,2003,
VUT,2004,
VUT,2005,
VUT,2006,
VUT,2007,
VUT,2008,
VUT,2009,
VUT,2010,0.0
VUT,2011,0.0
VUT,2012,0.0
VUT,2013,0.0
VUT,2014,0.0
VUT,2015,0.0
VUT,2016,0.0
VUT,2017,0.0
VUT,2018,0.0
VUT,2019,0.0
VUT,2020,0.0
VUT,2021,0.0
VUT,2022,0.0
VUT,2023,0.0
VUT,2024,0.0
VUT,2025,0.0
WLF,1980,
WLF,1981,
WLF,1982,
WLF,1983,
WLF,1984,
WLF,1985,
WLF,1986,
WLF,1987,
WLF,1988,
WLF,1989,
WLF,1990,
WLF,1991,
WLF,1992,
WLF,1993,
WLF,1994,
WLF,1995,
WLF,1996,
WLF,1997,
WLF,1998,
WLF,1999,
WLF,2000,
WLF,2001,
WLF,2002,
WLF,2003,
WLF,2004,
WLF,2005,
WLF,2006,
WLF,2007,
WLF,2008,
WLF,2009,
WLF,2010,
WLF,2011,
WLF,2012,
WLF,2013,
WLF,2014,0.0
WLF,2015,0.0
WLF,2016,0.0
WLF,2017,0.0
WLF,2018,0.0
WLF,2019,0.0
WLF,2020,0.0
WLF,2021,0.0
WLF,2022,0.0
WLF,2023,0.0
WLF,2024,0.0
WLF,2025,0.0
WSM,1980,42.0
WSM,1981,42.0
WSM,1982,42.0
WSM,1983,42.0
WSM,1984,42.0
WSM,1985,42.0
WSM,1986,42.0
WSM,1987,39.0
WSM,1988,39.0
WSM,1989,39.0
WSM,1990,39.0
WSM,1991,39.0
WSM,1992,39.0
WSM,1993,39.0
WSM,1994,39.0
WSM,1995,39.0
WSM,1996,39.0
WSM,1997,39.0
WSM,1998,39.0
WSM,1999,39.0
WSM,2000,39.0
WSM,2001,35.0
WSM,2002,35.0
WSM,2003,29.0
WSM,2004,29.0
WSM,2005,29.0
WSM,2006,29.0
WSM,2007,27.0
WSM,2008,27.0
WSM,2009,27.0
WSM,2010,27.0
WSM,2011,27.0
WSM,2012,27.0
WSM,2013,27.0
WSM,2014,27.0
WSM,2015,27.0
WSM,2016,27.0
WSM,2017,27.0
WSM,2018,27.0
WSM,2019,27.0
WSM,2020,27.0
WSM,2021,27.0
WSM,2022,27.0
WSM,2023,27.0
WSM,2024,27.0
WSM,2025,27.0
XKX,1980,
XKX,1981,
XKX,1982,
XKX,1983,
XKX,1984,
XKX,1985,
XKX,1986,
XKX,1987,
XKX,1988,
XKX,1989,
XKX,1990,
XKX,1991,
XKX,1992,
XKX,1993,
XKX,1994,
XKX,1995,
XKX,1996,
XKX,1997,
XKX,1998,
XKX,1999,
XKX,2000,
XKX,2001,
XKX,2002,
XKX,2003,
XKX,2004,
XKX,2005,
XKX,2006,
XKX,2007,
XKX,2008,
XKX,2009,
XKX,2010,
XKX,2011,
XKX,2012,
XKX,2013,
XKX,2014,10.0
XKX,2015,10.0
XKX,2016,10.0
XKX,2017,10.0
XKX,2018,10.0
XKX,2019,10.0
XKX,2020,10.0
XKX,2021,10.0
XKX,2022,10.0
XKX,2023,10.0
XKX,2024,10.0
XKX,2025,10.0
YEM,1980,
YEM,1981,
YEM,1982,
YEM,1983,
YEM,1984,
YEM,1985,
YEM,1986,
YEM,1987,
YEM,1988,
YEM,1989,
YEM,1990,
YEM,1991,
YEM,1992,
YEM,1993,
YEM,1994,
YEM,1995,36.0
YEM,1996,36.0
YEM,1997,32.0
YEM,1998,32.0
YEM,1999,35.0
YEM,2000,35.0
YEM,2001,35.0
YEM,2002,35.0
YEM,2003,35.0
YEM,2004,35.0
YEM,2005,35.0
YEM,2006,35.0
YEM,2007,35.0
YEM,2008,35.0
YEM,2009,35.0
YEM,2010,35.0
YEM,2011,20.0
YEM,2012,20.0
YEM,2013,20.0
YEM,2014,20.0
YEM,2015,20.0
YEM,2016,20.0
YEM,2017,20.0
YEM,2018,20.0
YEM,2019,20.0
YEM,2020,20.0
YEM,2021,20.0
YEM,2022,20.0
YEM,2023,20.0
YEM,2024,20.0
YEM,2025,20.0
ZAF,1980,42.0
ZAF,1981,40.0
ZAF,1982,40.0
ZAF,1983,42.0
ZAF,1984,42.0
ZAF,1985,50.0
ZAF,1986,50.0
ZAF,1987,50.0
ZAF,1988,50.0
ZAF,1989,50.0
ZAF,1990,50.0
ZAF,1991,50.0
ZAF,1992,48.0
ZAF,1993,
ZAF,1994,
ZAF,1995,
ZAF,1996,
ZAF,1997,
ZAF,1998,
ZAF,1999,
ZAF,2000,37.8
ZAF,2001,37.8
ZAF,2002,37.8
ZAF,2003,37.8
ZAF,2004,37.8
ZAF,2005,37.8
ZAF,2006,36.89
ZAF,2007,36.89
ZAF,2008,34.55
ZAF,2009,34.55
ZAF,2010,34.55
ZAF,2011,34.55
ZAF,2012,34.55
ZAF,2013,28.0
ZAF,2014,28.0
ZAF,2015,28.0
ZAF,2016,28.0
ZAF,2017,28.0
ZAF,2018,28.0
ZAF,2019,28.0
ZAF,2020,28.0
ZAF,2021,28.0
ZAF,2022,28.0
ZAF,2023,27.0
ZAF,2024,27.0
ZAF,2025,27.0
ZMB,1980,48.0
ZMB,1981,48.0
ZMB,1982,50.0
ZMB,1983,45.0
ZMB,1984,45.0
ZMB,1985,50.0
ZMB,1986,50.0
ZMB,1987,45.0
ZMB,1988,45.0
ZMB,1989,45.0
ZMB,1990,45.0
ZMB,1991,45.0
ZMB,1992,40.0
ZMB,1993,40.0
ZMB,1994,35.0
ZMB,1995,35.0
ZMB,1996,35.0
ZMB,1997,35.0
ZMB,1998,35.0
ZMB,1999,35.0
ZMB,2000,35.0
ZMB,2001,35.0
ZMB,2002,35.0
ZMB,2003,35.0
ZMB,2004,35.0
ZMB,2005,35.0
ZMB,2006,35.0
ZMB,2007,35.0
ZMB,2008,35.0
ZMB,2009,35.0
ZMB,2010,35.0
ZMB,2011,35.0
ZMB,2012,35.0
ZMB,2013,35.0
ZMB,2014,35.0
ZMB,2015,35.0
ZMB,2016,35.0
ZMB,2017,35.0
ZMB,2018,35.0
ZMB,2019,35.0
ZMB,2020,35.0
ZMB,2021,35.0
ZMB,2022,30.0
ZMB,2023,30.0
ZMB,2024,30.0
ZMB,2025,30.0
ZWE,1980,45.0
ZWE,1981,45.0
ZWE,1982,45.0
ZWE,1983,45.0
ZWE,1984,45.0
ZWE,1985,45.0
ZWE,1986,45.0
ZWE,1987,45.0
ZWE,1988,45.0
ZWE,1989,50.0
ZWE,1990,50.0
ZWE,1991,50.0
ZWE,1992,45.0
ZWE,1993,42.5
ZWE,1994,42.5
ZWE,1995,40.0
ZWE,1996,37.5
ZWE,1997,37.5
ZWE,1998,37.5
ZWE,1999,35.0
ZWE,2000,35.0
ZWE,2001,35.0
ZWE,2002,30.0
ZWE,2003,30.9
ZWE,2004,30.9
ZWE,2005,30.9
ZWE,2006,30.9
ZWE,2007,30.9
ZWE,2008,30.9
ZWE,2009,30.9
ZWE,2010,25.75
ZWE,2011,25.75
ZWE,2012,25.75
ZWE,2013,25.75
ZWE,2014,25.75
ZWE,2015,25.75
ZWE,2016,25.75
ZWE,2017,25.75
ZWE,2018,25.75
ZWE,2019,25.75
ZWE,2020,24.72
ZWE,2021,24.72
ZWE,2022,24.72
ZWE,2023,24.72
ZWE,2024,24.72
ZWE,2025,25.75
