country,time_period,net_fdi_imf
Denmark,1975-Q1,-48.64141573317285
Denmark,1975-Q2,-49.3366955467852
Denmark,1975-Q3,-45.65746754018829
Denmark,1975-Q4,-44.49473754331284
Denmark,1976-Q1,62.30478918244157
Denmark,1976-Q2,63.03212499940184
Denmark,1976-Q3,63.1824888081187
Denmark,1976-Q4,65.31723083267856
Denmark,1977-Q1,21.90152801730077
Denmark,1977-Q2,21.30126310188016
Denmark,1977-Q3,21.14129986310039
Denmark,1977-Q4,21.12478476723537
Denmark,1978-Q1,-13.19973248774474
Denmark,1978-Q2,-17.69702690261273
Denmark,1978-Q3,-6.168397245901656
Denmark,1978-Q4,-19.17937833609547
Denmark,1979-Q1,-10.47357362414228
Denmark,1979-Q2,-20.32255057710871
Denmark,1979-Q3,36.28724217652545
Denmark,1979-Q4,-62.02136712905765
Denmark,1980-Q1,6.683284564626149
Denmark,1980-Q2,21.63184491651027
Denmark,1980-Q3,58.78962537093092
Denmark,1980-Q4,4.426611883368983
Denmark,1981-Q1,23.33223454149309
Denmark,1981-Q2,30.07119180246321
Denmark,1981-Q3,72.2973622035368
Denmark,1981-Q4,-86.36294547200637
Denmark,1982-Q1,10.81002243601368
Denmark,1982-Q2,20.71610307253646
Denmark,1982-Q3,6.704143083624712
Denmark,1982-Q4,-90.35939169717894
Denmark,1983-Q1,0.0
Denmark,1983-Q2,0.0
Denmark,1983-Q3,0.0
Denmark,1983-Q4,89.98956493919655
Denmark,1984-Q1,0.0
Denmark,1984-Q2,0.0
Denmark,1984-Q3,288.8640147489018
Denmark,1984-Q4,15.35684212485861
Denmark,1985-Q1,28.85738497373554
Denmark,1985-Q2,81.77018306532894
Denmark,1985-Q3,24.28449774801758
Denmark,1985-Q4,60.42081066366816
Denmark,1986-Q1,90.53999814751921
Denmark,1986-Q2,138.8281284547024
Denmark,1986-Q3,2.03924700804228
Denmark,1986-Q4,259.7802603962705
Denmark,1987-Q1,71.8002829804072
Denmark,1987-Q2,214.2195517611484
Denmark,1987-Q3,84.82764500269971
Denmark,1987-Q4,163.1112869358814
Denmark,1988-Q1,-52.96692682774844
Denmark,1988-Q2,202.2885165508786
Denmark,1988-Q3,22.71378296653222
Denmark,1988-Q4,45.11322104504996
Denmark,1989-Q1,-10.15850043834625
Denmark,1989-Q2,36.13593488446244
Denmark,1989-Q3,-0.4011410233553218
Denmark,1989-Q4,950.6582680739984
Denmark,1990-Q1,342.2426532626315
Denmark,1990-Q2,199.3184092046023
Denmark,1990-Q3,-238.7254821366917
Denmark,1990-Q4,47.2520281890776
Denmark,1991-Q1,-94.77624638420964
Denmark,1991-Q2,148.968046779875
Denmark,1991-Q3,164.0284355503703
Denmark,1991-Q4,81.25230980412861
Denmark,1992-Q1,204.4466618191082
Denmark,1992-Q2,151.0624081250835
Denmark,1992-Q3,234.4123461890289
Denmark,1992-Q4,628.7450182547866
Denmark,1993-Q1,-238.9874437512919
Denmark,1993-Q2,-390.6111631711315
Denmark,1993-Q3,405.9330967617407
Denmark,1993-Q4,-116.1047888002157
Denmark,1994-Q1,-207.5725314332616
Denmark,1994-Q2,-361.452994994912
Denmark,1994-Q3,-165.0403585404325
Denmark,1994-Q4,-110.3317008726184
Denmark,1995-Q1,-160.9785128927759
Denmark,1995-Q2,-265.8499054979517
Denmark,1995-Q3,-467.1333803404659
Denmark,1995-Q4,-276.7915368451561
Denmark,1996-Q1,1178.873626438145
Denmark,1996-Q2,191.5579421625558
Denmark,1996-Q3,109.3985216197674
Denmark,1996-Q4,257.1884366897172
Denmark,1997-Q1,6.64010974098829
Denmark,1997-Q2,703.6097997575451
Denmark,1997-Q3,452.3598541524427
Denmark,1997-Q4,400.5196631665041
Denmark,1998-Q1,-2749.571657121747
Denmark,1998-Q2,430.3184873617713
Denmark,1998-Q3,140.2836449920327
Denmark,1998-Q4,-281.0936446261338
Denmark,1999-Q1,-377.5919258888282
Denmark,1999-Q2,2152.760392731411
Denmark,1999-Q3,341.348387744139
Denmark,1999-Q4,-1145.34765330422
Denmark,2000-Q1,-718.9203560109685
Denmark,2000-Q2,-4501.581593485494
Denmark,2000-Q3,-4508.691252982797
Denmark,2000-Q4,2097.11356085979
Denmark,2001-Q1,3416.825139739208
Denmark,2001-Q2,293.3481302460214
Denmark,2001-Q3,533.5239588081902
Denmark,2001-Q4,-376.5644655877431
Denmark,2002-Q1,75.15022397237418
Denmark,2002-Q2,-323.5779656117749
Denmark,2002-Q3,-2468.632993283613
Denmark,2002-Q4,936.0245470930616
Denmark,2003-Q1,1067.509363124049
Denmark,2003-Q2,-376.7477816543879
Denmark,2003-Q3,-291.3795216256098
Denmark,2003-Q4,-727.9139699310521
Denmark,2004-Q1,508.9824921602471
Denmark,2004-Q2,1786.731368613749
Denmark,2004-Q3,-352.8031540201679
Denmark,2004-Q4,-3068.675674060844
Denmark,2005-Q1,1653.737513726826
Denmark,2005-Q2,-43.95463205746561
Denmark,2005-Q3,3111.977925293571
Denmark,2005-Q4,-600.3886835733401
Denmark,2006-Q1,913.5141142118122
Denmark,2006-Q2,2348.907434026924
Denmark,2006-Q3,1899.659368282997
Denmark,2006-Q4,452.1492657619453
Denmark,2007-Q1,6801.530166994975
Denmark,2007-Q2,2294.023845250227
Denmark,2007-Q3,352.9422623131378
Denmark,2007-Q4,-3925.718616990263
Denmark,2008-Q1,4623.521131481047
Denmark,2008-Q2,8362.664134979861
Denmark,2008-Q3,4072.181443830141
Denmark,2008-Q4,-503.6938725173535
Denmark,2009-Q1,2895.89519650655
Denmark,2009-Q2,3444.67221840346
Denmark,2009-Q3,-2977.329490874159
Denmark,2009-Q4,-971.6510717762282
Denmark,2010-Q1,5770.188721329351
Denmark,2010-Q2,2541.756327492571
Denmark,2010-Q3,2695.510081529898
Denmark,2010-Q4,-80.17638805371818
Denmark,2011-Q1,4121.880001466079
Denmark,2011-Q2,-5421.891739633123
Denmark,2011-Q3,489.4795686970584
Denmark,2011-Q4,374.4329500996087
Denmark,2012-Q1,7234.431382984693
Denmark,2012-Q2,-427.1229058419258
Denmark,2012-Q3,1919.210381873721
Denmark,2012-Q4,-3315.233478042862
Denmark,2013-Q1,4676.862387269573
Denmark,2013-Q2,-108.7371625967907
Denmark,2013-Q3,96.08225920116392
Denmark,2013-Q4,1663.968260933961
Denmark,2014-Q1,2979.624921705169
Denmark,2014-Q2,1075.183823529412
Denmark,2014-Q3,-1238.749814842246
Denmark,2014-Q4,526.2068000559676
Denmark,2015-Q1,5869.066712291165
Denmark,2015-Q2,-1559.218397462632
Denmark,2015-Q3,1570.104050865472
Denmark,2015-Q4,-237.6125976919016
Denmark,2016-Q1,4754.521536393387
Denmark,2016-Q2,834.8762814106647
Denmark,2016-Q3,2726.071769106514
Denmark,2016-Q4,1778.966418384818
Denmark,2017-Q1,7977.041897374632
Denmark,2017-Q2,1256.596314382853
Denmark,2017-Q3,-7408.112083351526
Denmark,2017-Q4,4710.240850389319
Denmark,2018-Q1,679.821501809484
Denmark,2018-Q2,-1878.139174477395
Denmark,2018-Q3,-49.60679096543215
Denmark,2018-Q4,-1186.039462652577
Denmark,2019-Q1,1473.770030879423
Denmark,2019-Q2,3430.804382560614
Denmark,2019-Q3,4336.12513724125
Denmark,2019-Q4,535.0603719587579
Denmark,2020-Q1,3613.530728191328
Denmark,2020-Q2,1356.270675050364
Denmark,2020-Q3,914.4074274531124
Denmark,2020-Q4,2386.716713713418
Denmark,2021-Q1,4622.896482420205
Denmark,2021-Q2,7875.494044509382
Denmark,2021-Q3,6675.45491402427
Denmark,2021-Q4,303.5489502404123
Denmark,2022-Q1,4307.31748480582
Denmark,2022-Q2,-1210.428431987854
Denmark,2022-Q3,4173.170372512054
Denmark,2022-Q4,-5865.101004979489
Denmark,2023-Q1,8082.623264217482
Denmark,2023-Q2,-55.87213174524635
Denmark,2023-Q3,-7800.775858582914
Denmark,2023-Q4,2924.380979107382
Denmark,2024-Q1,6343.52824494505
Denmark,2024-Q2,-4214.909796052798
Denmark,2024-Q3,-1221.732736159573
Denmark,2024-Q4,11553.25120631891
Denmark,2025-Q1,12491.26215207783
Denmark,2025-Q2,13945.81257320794
Denmark,2025-Q3,3913.623302529075
Nicaragua,1992-Q1,-3800000.0
Nicaragua,1992-Q2,-3800000.0
Nicaragua,1992-Q3,-3800000.0
Nicaragua,1992-Q4,-3600000.0
Nicaragua,1993-Q1,-9700000.0
Nicaragua,1993-Q2,-9700000.0
Nicaragua,1993-Q3,-9700000.0
Nicaragua,1993-Q4,-9700000.0
Nicaragua,1994-Q1,-11100000.0
Nicaragua,1994-Q2,-11300000.0
Nicaragua,1994-Q3,-11700000.0
Nicaragua,1994-Q4,-12600000.0
Nicaragua,1995-Q1,-21300000.0
Nicaragua,1995-Q2,-22000000.0
Nicaragua,1995-Q3,-23000000.0
Nicaragua,1995-Q4,-22600000.0
Nicaragua,1996-Q1,-29200000.0
Nicaragua,1996-Q2,-30200000.0
Nicaragua,1996-Q3,-31300000.0
Nicaragua,1996-Q4,-29300000.0
Nicaragua,1997-Q1,-50000000.0
Nicaragua,1997-Q2,-50900000.0
Nicaragua,1997-Q3,-51700000.0
Nicaragua,1997-Q4,-50800000.0
Nicaragua,1998-Q1,-51800000.0
Nicaragua,1998-Q2,-54300000.0
Nicaragua,1998-Q3,-54800000.0
Nicaragua,1998-Q4,-57300000.0
Nicaragua,1999-Q1,-56900000.0
Nicaragua,1999-Q2,-65500000.0
Nicaragua,1999-Q3,-93900000.0
Nicaragua,1999-Q4,-121000000.0
Nicaragua,2000-Q1,-47000000.0
Nicaragua,2000-Q2,-48800000.0
Nicaragua,2000-Q3,-47700000.0
Nicaragua,2000-Q4,-123000000.0
Nicaragua,2001-Q1,-38500000.0
Nicaragua,2001-Q2,-38500000.0
Nicaragua,2001-Q3,-23300000.0
Nicaragua,2001-Q4,-49900000.0
Nicaragua,2002-Q1,-45000000.0
Nicaragua,2002-Q2,-43000000.0
Nicaragua,2002-Q3,-48200000.0
Nicaragua,2002-Q4,-67700000.0
Nicaragua,2003-Q1,-46400000.0
Nicaragua,2003-Q2,-46100000.0
Nicaragua,2003-Q3,-48300000.0
Nicaragua,2003-Q4,-60500000.0
Nicaragua,2004-Q1,-95600000.0
Nicaragua,2004-Q2,-45600000.0
Nicaragua,2004-Q3,-51100000.0
Nicaragua,2004-Q4,-57700000.0
Nicaragua,2005-Q1,-35200000.0
Nicaragua,2005-Q2,-50800000.0
Nicaragua,2005-Q3,-59600000.0
Nicaragua,2005-Q4,-95500000.0
Nicaragua,2006-Q1,-64500000.0
Nicaragua,2006-Q2,-67200000.0
Nicaragua,2006-Q3,-73200000.0
Nicaragua,2006-Q4,-60900000.0
Nicaragua,2007-Q1,-58800000.0
Nicaragua,2007-Q2,-107600000.0
Nicaragua,2007-Q3,-120100000.0
Nicaragua,2007-Q4,-79900000.0
Nicaragua,2008-Q1,-125000000.0
Nicaragua,2008-Q2,-129500000.0
Nicaragua,2008-Q3,-202300000.0
Nicaragua,2008-Q4,-151600000.0
Nicaragua,2009-Q1,-127100000.0
Nicaragua,2009-Q2,-105800000.0
Nicaragua,2009-Q3,-58900000.0
Nicaragua,2009-Q4,-171200000.0
Nicaragua,2010-Q1,-105800000.0
Nicaragua,2010-Q2,-101100000.0
Nicaragua,2010-Q3,-116000000.0
Nicaragua,2010-Q4,-151900000.0
Nicaragua,2011-Q1,-163800000.0
Nicaragua,2011-Q2,-349400000.0
Nicaragua,2011-Q3,-217300000.0
Nicaragua,2011-Q4,-198100000.0
Nicaragua,2012-Q1,-255000000.0
Nicaragua,2012-Q2,-196400000.0
Nicaragua,2012-Q3,-182600000.0
Nicaragua,2012-Q4,-78300000.0
Nicaragua,2013-Q1,-208500000.0
Nicaragua,2013-Q2,-169300000.0
Nicaragua,2013-Q3,-237600000.0
Nicaragua,2013-Q4,-199600000.0
Nicaragua,2014-Q1,-138600000.0
Nicaragua,2014-Q2,-201100000.0
Nicaragua,2014-Q3,-270800000.0
Nicaragua,2014-Q4,-372300000.0
Nicaragua,2015-Q1,-219500000.0
Nicaragua,2015-Q2,-217700000.0
Nicaragua,2015-Q3,-230800000.0
Nicaragua,2015-Q4,-254000000.0
Nicaragua,2016-Q1,-280500000.0
Nicaragua,2016-Q2,-335800000.0
Nicaragua,2016-Q3,-276200000.0
Nicaragua,2016-Q4,-31300000.0
Nicaragua,2017-Q1,-207700000.0
Nicaragua,2017-Q2,-325200000.0
Nicaragua,2017-Q3,-271400000.0
Nicaragua,2017-Q4,-166600000.0
Nicaragua,2018-Q1,-291100000.0
Nicaragua,2018-Q2,-265200000.0
Nicaragua,2018-Q3,-66900000.0
Nicaragua,2018-Q4,-139300000.0
Nicaragua,2019-Q1,-244100000.0
Nicaragua,2019-Q2,-17400000.0
Nicaragua,2019-Q3,-79800000.0
Nicaragua,2019-Q4,-102600000.0
Nicaragua,2020-Q1,-163000000.0
Nicaragua,2020-Q2,-166800000.0
Nicaragua,2020-Q3,-173900000.0
Nicaragua,2020-Q4,-203300000.0
Nicaragua,2021-Q1,-385276283.56537
Nicaragua,2021-Q2,-180240819.844118
Nicaragua,2021-Q3,-232194257.568769
Nicaragua,2021-Q4,-234964599.676859
Nicaragua,2022-Q1,-525023238.547968
Nicaragua,2022-Q2,-343356606.683141
Nicaragua,2022-Q3,-152473588.685318
Nicaragua,2022-Q4,-246900000.0
Nicaragua,2023-Q1,-449300000.0
Nicaragua,2023-Q2,-325100000.0
Nicaragua,2023-Q3,-156500000.0
Nicaragua,2023-Q4,-140900000.0
Nicaragua,2024-Q1,-407100000.0
Nicaragua,2024-Q2,-338800000.0
Nicaragua,2024-Q3,-208700000.0
Nicaragua,2024-Q4,-323900000.0
Nicaragua,2025-Q1,-433900000.0
"Netherlands, The",1967-Q1,207458563.385762
"Netherlands, The",1967-Q2,207458563.385762
"Netherlands, The",1967-Q3,127900552.3936189
"Netherlands, The",1967-Q4,193370165.6059034
"Netherlands, The",1968-Q1,172099447.389254
"Netherlands, The",1968-Q2,227071823.0400751
"Netherlands, The",1968-Q3,149723756.7977137
"Netherlands, The",1968-Q4,160773480.5466225
"Netherlands, The",1969-Q1,133977900.4555188
"Netherlands, The",1969-Q2,341160220.7475581
"Netherlands, The",1969-Q3,99999999.92762432
"Netherlands, The",1969-Q4,248066298.1630017
"Netherlands, The",1970-Q1,111878452.9577012
"Netherlands, The",1970-Q2,35082872.90278532
"Netherlands, The",1970-Q3,324033148.9367495
"Netherlands, The",1970-Q4,213259668.3539391
"Netherlands, The",1971-Q1,61602209.90016636
"Netherlands, The",1971-Q2,262081940.173558
"Netherlands, The",1971-Q3,121009367.2684983
"Netherlands, The",1971-Q4,121527323.9319483
"Netherlands, The",1972-Q1,112131969.1309663
"Netherlands, The",1972-Q2,245738045.814679
"Netherlands, The",1972-Q3,221771678.1727298
"Netherlands, The",1972-Q4,306248711.1691837
"Netherlands, The",1973-Q1,108255877.5642175
"Netherlands, The",1973-Q2,396264689.5622079
"Netherlands, The",1973-Q3,214395099.6226627
"Netherlands, The",1973-Q4,279043565.4178877
"Netherlands, The",1974-Q1,274780117.2893462
"Netherlands, The",1974-Q2,357120315.2191269
"Netherlands, The",1974-Q3,476766668.9241309
"Netherlands, The",1974-Q4,576827003.3600814
"Netherlands, The",1975-Q1,385965397.265481
"Netherlands, The",1975-Q2,175390101.3815831
"Netherlands, The",1975-Q3,305076999.3671497
"Netherlands, The",1975-Q4,420026251.7982472
"Netherlands, The",1976-Q1,305039126.8647653
"Netherlands, The",1976-Q2,335765885.4252417
"Netherlands, The",1976-Q3,568518033.2453908
"Netherlands, The",1976-Q4,562087868.6589687
"Netherlands, The",1977-Q1,495471497.267769
"Netherlands, The",1977-Q2,631067306.0005682
"Netherlands, The",1977-Q3,304415245.3702829
"Netherlands, The",1977-Q4,1002129525.520101
"Netherlands, The",1978-Q1,599424408.939394
"Netherlands, The",1978-Q2,450728723.1528119
"Netherlands, The",1978-Q3,499194847.2506072
"Netherlands, The",1978-Q4,754191317.7056954
"Netherlands, The",1979-Q1,1132320391.984714
"Netherlands, The",1979-Q2,850222043.2055967
"Netherlands, The",1979-Q3,1029372497.177591
"Netherlands, The",1979-Q4,1554988518.007994
"Netherlands, The",1980-Q1,687042441.1145302
"Netherlands, The",1980-Q2,1106310289.944891
"Netherlands, The",1980-Q3,1406871610.130133
"Netherlands, The",1980-Q4,439403196.385544
"Netherlands, The",1981-Q1,751828120.5399671
"Netherlands, The",1981-Q2,539884423.7116089
"Netherlands, The",1981-Q3,581931633.4220132
"Netherlands, The",1981-Q4,853900709.5659173
"Netherlands, The",1982-Q1,1207748848.596653
"Netherlands, The",1982-Q2,329828640.8772038
"Netherlands, The",1982-Q3,-24545421.24994035
"Netherlands, The",1982-Q4,522355347.9406617
"Netherlands, The",1983-Q1,894059629.3441545
"Netherlands, The",1983-Q2,434689200.9577088
"Netherlands, The",1983-Q3,322289733.9578697
"Netherlands, The",1983-Q4,826341723.5405319
"Netherlands, The",1984-Q1,739451650.2181749
"Netherlands, The",1984-Q2,398916119.5325582
"Netherlands, The",1984-Q3,847824766.6862369
"Netherlands, The",1984-Q4,1141253869.969041
"Netherlands, The",1985-Q1,664066388.5394696
"Netherlands, The",1985-Q2,244159023.7464497
"Netherlands, The",1985-Q3,230553244.5923463
"Netherlands, The",1985-Q4,61137570.98369658
"Netherlands, The",1986-Q1,433349271.5143757
"Netherlands, The",1986-Q2,-216887460.8233029
"Netherlands, The",1986-Q3,415845794.0613712
"Netherlands, The",1986-Q4,332030101.7108585
"Netherlands, The",1987-Q1,1284874947.828039
"Netherlands, The",1987-Q2,1571812168.445868
"Netherlands, The",1987-Q3,305610093.6624927
"Netherlands, The",1987-Q4,2466652771.988328
"Netherlands, The",1988-Q1,976430380.1951427
"Netherlands, The",1988-Q2,-416992850.0600177
"Netherlands, The",1988-Q3,185182254.1586872
"Netherlands, The",1988-Q4,1591041545.25019
"Netherlands, The",1989-Q1,1732666943.442024
"Netherlands, The",1989-Q2,1392788329.204514
"Netherlands, The",1989-Q3,2045475495.467811
"Netherlands, The",1989-Q4,1128571079.449644
"Netherlands, The",1990-Q1,2119245837.414296
"Netherlands, The",1990-Q2,-5293712.833724489
"Netherlands, The",1990-Q3,821002209.3908379
"Netherlands, The",1990-Q4,107469737.2305875
"Netherlands, The",1991-Q1,2517474415.910412
"Netherlands, The",1991-Q2,1550612398.075805
"Netherlands, The",1991-Q3,146053502.061034
"Netherlands, The",1991-Q4,2996890739.494887
"Netherlands, The",1992-Q1,1992903391.00852
"Netherlands, The",1992-Q2,631978439.0297563
"Netherlands, The",1992-Q3,1850249651.296768
"Netherlands, The",1992-Q4,2114276410.683287
"Netherlands, The",1993-Q1,190327726.2180978
"Netherlands, The",1993-Q2,58911664.80327164
"Netherlands, The",1993-Q3,604663760.980306
"Netherlands, The",1993-Q4,2719913024.908273
"Netherlands, The",1994-Q1,1923383665.378832
"Netherlands, The",1994-Q2,2964270565.833564
"Netherlands, The",1994-Q3,2008162380.196483
"Netherlands, The",1994-Q4,3558991811.697967
"Netherlands, The",1995-Q1,196416740.088637
"Netherlands, The",1995-Q2,2966556377.360807
"Netherlands, The",1995-Q3,3084422668.137814
"Netherlands, The",1995-Q4,1734159856.184686
"Netherlands, The",1996-Q1,1390567902.416114
"Netherlands, The",1996-Q2,3636382144.29876
"Netherlands, The",1996-Q3,3011659091.382631
"Netherlands, The",1996-Q4,7293871261.192109
"Netherlands, The",1997-Q1,4723547632.503281
"Netherlands, The",1997-Q2,2872337390.272861
"Netherlands, The",1997-Q3,2520519551.304934
"Netherlands, The",1997-Q4,3349453215.832314
"Netherlands, The",1998-Q1,5497578853.914981
"Netherlands, The",1998-Q2,-4245556008.066052
"Netherlands, The",1998-Q3,292267046.5635231
"Netherlands, The",1998-Q4,-2225140335.454262
"Netherlands, The",1999-Q1,-2896008085.714323
"Netherlands, The",1999-Q2,1653010849.230757
"Netherlands, The",1999-Q3,18386616500.00059
"Netherlands, The",1999-Q4,-1152174876.923094
"Netherlands, The",2000-Q1,-2695974156.923055
"Netherlands, The",2000-Q2,2120226735.48393
"Netherlands, The",2000-Q3,11773531430.76973
"Netherlands, The",2000-Q4,205787476.1904791
"Netherlands, The",2001-Q1,7057060237.499999
"Netherlands, The",2001-Q2,4882609283.871058
"Netherlands, The",2001-Q3,-5118166652.307868
"Netherlands, The",2001-Q4,-8040517301.587618
"Netherlands, The",2002-Q1,8204069209.676967
"Netherlands, The",2002-Q2,151604880.9523876
"Netherlands, The",2002-Q3,-3451984066.666613
"Netherlands, The",2002-Q4,1403104950.0
"Netherlands, The",2003-Q1,-1840431833.333341
"Netherlands, The",2003-Q2,4423864854.838534
"Netherlands, The",2003-Q3,78733242.424242
"Netherlands, The",2003-Q4,21553937075.0
"Netherlands, The",2004-Q1,-444902100.0
"Netherlands, The",2004-Q2,2600748534.920556
"Netherlands, The",2004-Q3,-1474939369.696995
"Netherlands, The",2004-Q4,10895311103.0304
"Netherlands, The",2005-Q1,-5275346922.580451
"Netherlands, The",2005-Q2,-10312987229.23102
"Netherlands, The",2005-Q3,65185270048.4842
"Netherlands, The",2005-Q4,7100624648.4375
"Netherlands, The",2006-Q1,54585692147.69056
"Netherlands, The",2006-Q2,6356646406.451629
"Netherlands, The",2006-Q3,52521421981.53751
"Netherlands, The",2006-Q4,34690344385.71561
"Netherlands, The",2007-Q1,25353284960.9375
"Netherlands, The",2007-Q2,28487519074.19314
"Netherlands, The",2007-Q3,-70984382524.61378
"Netherlands, The",2007-Q4,-120264869201.5625
"Netherlands, The",2008-Q1,9172819758.064812
"Netherlands, The",2008-Q2,7062762712.5
"Netherlands, The",2008-Q3,9439502545.454374
"Netherlands, The",2008-Q4,51384295518.75
"Netherlands, The",2009-Q1,53749502396.82468
"Netherlands, The",2009-Q2,26662607972.58027
"Netherlands, The",2009-Q3,-4371010690.908952
"Netherlands, The",2009-Q4,25627532953.84655
"Netherlands, The",2010-Q1,46793455847.61781
"Netherlands, The",2010-Q2,7324607574.603211
"Netherlands, The",2010-Q3,20603697687.87888
"Netherlands, The",2010-Q4,39172498060.60615
"Netherlands, The",2011-Q1,10893296904.6875
"Netherlands, The",2011-Q2,38519370004.76178
"Netherlands, The",2011-Q3,-15367383563.63603
"Netherlands, The",2011-Q4,-5217358640.625
"Netherlands, The",2012-Q1,22740158738.46194
"Netherlands, The",2012-Q2,399803341.9354728
"Netherlands, The",2012-Q3,14087756326.15367
"Netherlands, The",2012-Q4,23254905712.5
"Netherlands, The",2013-Q1,31005728419.35567
"Netherlands, The",2013-Q2,53055214828.56956
"Netherlands, The",2013-Q3,20406919300.00019
"Netherlands, The",2013-Q4,-26589460154.6875
"Netherlands, The",2014-Q1,1675059625.396769
"Netherlands, The",2014-Q2,-24953520967.74264
"Netherlands, The",2014-Q3,8810991277.272787
"Netherlands, The",2014-Q4,42915793359.375
"Netherlands, The",2015-Q1,9970868857.143236
"Netherlands, The",2015-Q2,-41649925877.41802
"Netherlands, The",2015-Q3,31748724000.0
"Netherlands, The",2015-Q4,31522988009.23166
"Netherlands, The",2016-Q1,46614463548.38505
"Netherlands, The",2016-Q2,7975789521.538571
"Netherlands, The",2016-Q3,54118530833.33392
"Netherlands, The",2016-Q4,2086680234.375
"Netherlands, The",2017-Q1,10623478901.53823
"Netherlands, The",2017-Q2,6440851490.322637
"Netherlands, The",2017-Q3,-6966598223.076968
"Netherlands, The",2017-Q4,1383428214.285698
"Netherlands, The",2018-Q1,41697407000.00049
"Netherlands, The",2018-Q2,5619069085.714398
"Netherlands, The",2018-Q3,-31648365369.22972
"Netherlands, The",2018-Q4,401777200.0
"Netherlands, The",2019-Q1,24506540114.2851
"Netherlands, The",2019-Q2,-41324067500.0
"Netherlands, The",2019-Q3,20721047075.75712
"Netherlands, The",2019-Q4,2140036381.25
"Netherlands, The",2020-Q1,12855923870.3125
"Netherlands, The",2020-Q2,57759194058.06418
"Netherlands, The",2020-Q3,18267734951.51506
"Netherlands, The",2020-Q4,-110097370609.2343
"Netherlands, The",2021-Q1,60917095619.04666
"Netherlands, The",2021-Q2,20367918511.11036
"Netherlands, The",2021-Q3,85033807503.0314
"Netherlands, The",2021-Q4,18035688248.48552
"Netherlands, The",2022-Q1,40405314556.25
"Netherlands, The",2022-Q2,99983634400.0018
"Netherlands, The",2022-Q3,11347439069.6969
"Netherlands, The",2022-Q4,6779306056.25
"Netherlands, The",2023-Q1,3366020304.615529
"Netherlands, The",2023-Q2,-14628580156.45209
"Netherlands, The",2023-Q3,-13535820707.69279
"Netherlands, The",2023-Q4,6774225103.174763
"Netherlands, The",2024-Q1,39265326187.30153
"Netherlands, The",2024-Q2,-11350755466.66709
"Netherlands, The",2024-Q3,-10775867254.5459
"Netherlands, The",2024-Q4,-6009341575.0
"Netherlands, The",2025-Q1,31932243492.0635
"Netherlands, The",2025-Q2,13027399064.51612
"Netherlands, The",2025-Q3,-3635084763.636362
Zimbabwe,1981-Q1,2.480369214709164
Zimbabwe,1981-Q2,-3.386982619176142
Zimbabwe,1981-Q3,-0.833352321771471
Zimbabwe,1981-Q4,-1.806098972668674
Zimbabwe,1982-Q1,-1.096900867346856
Zimbabwe,1982-Q2,8.26030816904823
Zimbabwe,1982-Q3,0.2608003530706548
Zimbabwe,1982-Q4,-6.58292261458957
Zimbabwe,1983-Q1,0.3117557278388864
Zimbabwe,1983-Q2,0.7145689794422001
Zimbabwe,1983-Q3,0.6790602910476027
Zimbabwe,1983-Q4,0.3689366929994171
Zimbabwe,1984-Q1,2.142147121547637
Zimbabwe,1984-Q2,-0.8616850858618543
Zimbabwe,1984-Q3,1.06939446216853
Zimbabwe,1984-Q4,0.1383406146966859
Zimbabwe,1985-Q1,-0.5639295016541267
Zimbabwe,1985-Q2,-0.9587880122573108
Zimbabwe,1985-Q3,-0.4302981122177665
Zimbabwe,1985-Q4,-0.8955934725347623
Zimbabwe,1986-Q1,-2.120556670640101
Zimbabwe,1986-Q2,-1.897030025140544
Zimbabwe,1986-Q3,-1.827048966229331
Zimbabwe,1986-Q4,-1.600492432099327
Zimbabwe,1987-Q1,7.862042198588645
Zimbabwe,1987-Q2,8.315110978756447
Zimbabwe,1987-Q3,6.157429701824854
Zimbabwe,1987-Q4,8.172100868762744
Zimbabwe,1989-Q1,2.722116020774998
Zimbabwe,1989-Q2,2.083055227673095
Zimbabwe,1989-Q3,3.06826523331975
Zimbabwe,1989-Q4,2.307326602144556
Zimbabwe,1990-Q1,3.270547433984922
Zimbabwe,1990-Q2,3.111985187861858
Zimbabwe,1990-Q3,3.052014205549529
Zimbabwe,1990-Q4,2.771300991947022
Zimbabwe,1991-Q1,-0.8757922169180421
Zimbabwe,1991-Q2,-0.7872313287455198
Zimbabwe,1991-Q3,-0.6487601395415235
Zimbabwe,1991-Q4,-0.4787022103149422
Zimbabwe,1992-Q1,1.611654322863116
Zimbabwe,1992-Q2,0.396852832492791
Zimbabwe,1992-Q3,-8.612180273084448
Zimbabwe,1992-Q4,-8.34622642883973
Zimbabwe,1993-Q1,2.536019584634999
Zimbabwe,1993-Q2,-5.163023865944711
Zimbabwe,1993-Q3,-3.101215717106792
Zimbabwe,1993-Q4,-22.22691535395024
Zimbabwe,1994-Q1,-6.50386290410145
Zimbabwe,1994-Q2,-3.036380003192303
Zimbabwe,1994-Q3,-7.577040693417043
Zimbabwe,1994-Q4,-12.80512292878238
Zimbabwe,2017-Q1,-48.661561635
Zimbabwe,2017-Q2,-92.5130386195
Zimbabwe,2017-Q3,-70.55009324
Zimbabwe,2017-Q4,-94.5283682935
Zimbabwe,2018-Q1,-80.5384180246
Zimbabwe,2018-Q2,-105.27360380305
Zimbabwe,2018-Q3,-140.06513011785
Zimbabwe,2018-Q4,-97.28658049335
