variable,cd,cd_p,cdw,cdw_p,cdwp,cdwp_p,cdstar,cdstar_p
y_fdi,89.33792384417603,0,,,,,,
x_terr,46.26115375303401,0,,,,,,
d_y_fdi,3.139948583085745,.0016897748957319,,,,,,
d_x_terr,5.923459714377691,3.15237991266e-09,,,,,,
