ISO3,year,v2x_libdem,v2cltort,v2clkill,v2x_accountability,v2x_clphy,v2x_rule,v2xcl_prpty
HND,1929,,-0.98,-1.164,-0.331,0.228,0.14,0.605
HND,1930,,-0.728,-1.164,-0.308,0.255,0.14,0.605
HND,1931,,-0.728,-1.164,-0.308,0.255,0.14,0.605
HND,1932,,-0.728,-1.164,-0.332,0.255,0.14,0.605
HND,1933,,-1.079,-1.164,-0.503,0.215,0.114,0.568
HND,1934,,-2.228,-2.38,-0.912,0.058,0.107,0.548
HND,1935,,-2.228,-2.38,-0.903,0.058,0.109,0.548
HND,1936,,-2.228,-2.38,-0.951,0.058,0.109,0.548
HND,1937,,-2.228,-2.38,-0.951,0.058,0.109,0.548
HND,1938,,-2.228,-2.38,-0.956,0.058,0.109,0.548
HND,1939,,-2.228,-2.38,-0.949,0.058,0.121,0.548
HND,1940,,-1.805,-2.122,-0.945,0.089,0.121,0.548
HND,1941,,-2.196,-2.122,-0.964,0.069,0.107,0.548
HND,1942,,-2.196,-2.122,-1.012,0.069,0.107,0.548
HND,1943,,-2.196,-2.387,-1.023,0.057,0.107,0.548
HND,1944,,-2.196,-2.131,-1.015,0.069,0.107,0.548
HND,1945,0.07,-2.196,-2.131,-0.866,0.069,0.107,0.548
HND,1946,0.07,-2.196,-2.131,-0.868,0.069,0.107,0.548
HND,1947,0.071,-2.196,-2.131,-0.783,0.069,0.107,0.548
HND,1948,0.073,-2.196,-2.131,-0.58,0.069,0.11,0.548
HND,1949,0.079,-2.196,-1.702,-0.498,0.09,0.11,0.548
HND,1950,0.121,-1.099,-1.182,-0.126,0.214,0.187,0.68
HND,1951,0.121,-1.099,-1.182,-0.123,0.214,0.187,0.68
HND,1952,0.121,-1.099,-1.182,-0.125,0.214,0.187,0.68
HND,1953,0.121,-1.099,-1.182,-0.123,0.214,0.187,0.68
HND,1954,0.127,-1.099,-1.749,-0.024,0.164,0.215,0.68
HND,1955,0.08,-1.514,-1.749,-0.303,0.132,0.207,0.68
HND,1956,0.087,-1.514,-1.749,-0.065,0.132,0.199,0.68
HND,1957,0.086,-1.514,-0.747,0.122,0.218,0.19,0.68
HND,1958,0.089,-0.791,-0.747,-0.173,0.295,0.213,0.68
HND,1959,0.088,-0.791,-0.747,-0.178,0.295,0.217,0.68
HND,1960,0.088,-0.791,-0.747,-0.158,0.295,0.208,0.68
HND,1961,0.087,-0.791,-0.747,-0.162,0.295,0.208,0.597
HND,1962,0.089,-0.791,-0.747,-0.164,0.295,0.208,0.675
HND,1963,0.078,-0.791,-1.891,-0.265,0.178,0.174,0.675
HND,1964,0.058,-1.675,-2.128,-0.636,0.099,0.131,0.663
HND,1965,0.057,-1.83,-1.925,-0.582,0.096,0.124,0.663
HND,1966,0.055,-1.83,-1.925,-0.627,0.096,0.124,0.663
HND,1967,0.055,-1.83,-1.925,-0.613,0.096,0.122,0.663
HND,1968,0.054,-1.83,-1.925,-0.615,0.096,0.122,0.58
HND,1969,0.054,-1.83,-1.925,-0.62,0.096,0.122,0.58
HND,1970,0.054,-1.83,-1.925,-0.567,0.096,0.122,0.58
HND,1971,0.095,-1.83,-1.925,-0.206,0.096,0.132,0.58
HND,1972,0.108,-1.83,-1.925,-0.233,0.096,0.143,0.663
HND,1973,0.062,-1.83,-1.925,-0.614,0.096,0.139,0.663
HND,1974,0.062,-1.83,-1.925,-0.628,0.096,0.139,0.663
HND,1975,0.062,-1.83,-1.925,-0.631,0.096,0.139,0.663
HND,1976,0.063,-1.83,-1.925,-0.623,0.096,0.139,0.715
HND,1977,0.062,-1.83,-1.925,-0.613,0.096,0.139,0.715
HND,1978,0.055,-1.83,-2.117,-0.643,0.086,0.125,0.715
HND,1979,0.055,-1.83,-2.409,-0.626,0.075,0.125,0.715
HND,1980,0.074,-1.83,-0.325,-0.031,0.227,0.157,0.718
HND,1981,0.097,-1.83,-0.325,0.071,0.227,0.203,0.856
HND,1982,0.172,-1.83,-0.325,0.083,0.227,0.233,0.856
HND,1983,0.186,-2.231,-0.325,0.149,0.188,0.249,0.856
HND,1984,0.186,-2.231,-0.325,0.148,0.188,0.249,0.856
HND,1985,0.188,-2.231,-0.191,0.107,0.199,0.249,0.856
HND,1986,0.191,-1.998,-0.191,0.164,0.225,0.258,0.856
HND,1987,0.192,-1.998,-0.191,0.187,0.225,0.258,0.856
HND,1988,0.196,-1.998,-0.191,0.187,0.225,0.262,0.856
HND,1989,0.197,-1.998,-0.191,0.278,0.225,0.255,0.856
HND,1990,0.257,-0.174,-0.191,0.411,0.445,0.291,0.856
HND,1991,0.263,-0.174,0.281,0.406,0.509,0.286,0.856
HND,1992,0.267,0.095,0.281,0.414,0.544,0.291,0.856
HND,1993,0.264,0.095,0.281,0.427,0.544,0.287,0.856
HND,1994,0.286,0.253,0.281,0.494,0.567,0.296,0.856
HND,1995,0.3,0.253,0.333,0.55,0.574,0.296,0.856
HND,1996,0.305,0.253,0.333,0.572,0.574,0.297,0.856
HND,1997,0.307,0.253,0.539,0.566,0.6,0.297,0.856
HND,1998,0.309,0.253,0.539,0.594,0.6,0.302,0.856
HND,1999,0.316,0.253,0.539,0.61,0.6,0.319,0.856
HND,2000,0.326,0.253,0.539,0.642,0.6,0.329,0.856
HND,2001,0.326,0.706,0.539,0.65,0.658,0.329,0.856
HND,2002,0.327,0.706,0.539,0.627,0.658,0.328,0.856
HND,2003,0.333,0.706,0.723,0.645,0.678,0.328,0.856
HND,2004,0.333,0.706,0.723,0.661,0.678,0.328,0.856
HND,2005,0.331,0.706,0.723,0.56,0.678,0.328,0.856
HND,2006,0.312,0.859,0.896,0.621,0.718,0.334,0.856
HND,2007,0.315,0.859,0.896,0.612,0.718,0.342,0.856
HND,2008,0.323,0.859,0.87,0.637,0.716,0.342,0.856
HND,2009,0.283,0.124,-0.116,0.379,0.494,0.291,0.856
HND,2010,0.239,0.172,0.511,0.352,0.585,0.287,0.856
HND,2011,0.248,0.172,0.531,0.378,0.59,0.293,0.856
HND,2012,0.24,0.268,0.687,0.379,0.621,0.273,0.856
HND,2013,0.255,0.268,1.63,0.464,0.734,0.302,0.856
HND,2014,0.27,0.268,1.63,0.455,0.734,0.318,0.856
HND,2015,0.245,0.81,0.741,0.441,0.698,0.264,0.856
HND,2016,0.254,0.81,0.575,0.44,0.676,0.291,0.833
HND,2017,0.244,0.471,0.381,0.283,0.61,0.279,0.833
HND,2018,0.233,0.965,1.154,0.371,0.762,0.298,0.833
HND,2019,0.229,0.87,1.154,0.389,0.75,0.29,0.782
HND,2020,0.233,1.039,1.154,0.403,0.77,0.293,0.782
HND,2021,0.248,1.039,0.309,0.625,0.675,0.33,0.782
HND,2022,0.389,1.19,0.44,0.866,0.707,0.481,0.782
HND,2023,0.398,1.19,0.439,0.877,0.705,0.506,0.851
HND,2024,0.383,1.304,0.495,0.848,0.726,0.504,0.851
HND,2025,0.38,1.304,0.495,0.811,0.726,0.526,0.851
MLI,1900,0.036,-1.753,-0.945,-0.938,0.176,0.519,0.138
MLI,1901,0.036,-1.753,-0.945,-0.94,0.176,0.519,0.138
MLI,1902,0.036,-1.753,-0.945,-0.931,0.176,0.519,0.138
MLI,1903,0.036,-1.753,-0.945,-0.935,0.176,0.519,0.138
MLI,1904,0.036,-1.753,-0.945,-0.941,0.176,0.519,0.138
MLI,1905,0.036,-1.753,-0.945,-0.932,0.176,0.519,0.138
MLI,1906,0.036,-1.753,-0.945,-0.945,0.176,0.519,0.138
MLI,1907,0.036,-1.753,-0.945,-0.949,0.176,0.519,0.138
MLI,1908,0.036,-1.753,-0.945,-0.934,0.176,0.519,0.138
MLI,1909,0.036,-1.753,-0.945,-0.944,0.176,0.519,0.138
MLI,1910,0.036,-1.753,-0.945,-0.942,0.176,0.519,0.138
MLI,1911,0.036,-1.753,-0.945,-0.948,0.176,0.519,0.138
MLI,1912,0.036,-1.753,-0.945,-0.931,0.176,0.519,0.138
MLI,1913,0.036,-1.753,-0.945,-0.936,0.176,0.519,0.138
MLI,1914,0.036,-1.753,-0.945,-0.936,0.176,0.519,0.138
MLI,1915,0.036,-1.753,-0.945,-0.936,0.176,0.519,0.138
MLI,1916,0.036,-1.753,-0.945,-0.934,0.176,0.519,0.138
MLI,1917,0.036,-1.753,-0.945,-0.934,0.176,0.519,0.138
MLI,1918,0.036,-1.753,-0.945,-0.939,0.176,0.519,0.138
MLI,1919,0.036,-1.753,-0.945,-0.94,0.176,0.519,0.138
MLI,1920,0.036,-1.753,-0.945,-0.933,0.176,0.519,0.138
MLI,1921,0.036,-1.753,-0.945,-0.935,0.176,0.519,0.138
MLI,1922,0.036,-1.753,-0.945,-0.929,0.176,0.519,0.138
MLI,1923,0.036,-1.753,-0.945,-0.932,0.176,0.519,0.138
MLI,1924,0.036,-1.753,-0.945,-0.931,0.176,0.519,0.138
MLI,1925,0.036,-1.753,-0.945,-0.93,0.176,0.519,0.138
MLI,1926,0.036,-1.753,-0.945,-0.937,0.176,0.519,0.138
MLI,1927,0.036,-1.753,-0.945,-0.928,0.176,0.519,0.138
MLI,1928,0.036,-1.753,-0.945,-0.926,0.176,0.519,0.138
MLI,1929,0.036,-1.753,-0.945,-0.932,0.176,0.519,0.138
MLI,1930,0.035,-1.753,-0.945,-0.929,0.176,0.519,0.138
MLI,1931,0.035,-1.753,-0.945,-0.932,0.176,0.519,0.138
MLI,1932,0.035,-1.753,-0.945,-0.941,0.176,0.519,0.138
MLI,1933,0.035,-1.753,-0.945,-0.938,0.176,0.519,0.138
MLI,1934,0.035,-1.753,-0.945,-0.938,0.176,0.519,0.138
MLI,1935,0.035,-1.753,-0.945,-0.934,0.176,0.519,0.138
MLI,1936,0.035,-1.753,-0.945,-0.934,0.176,0.519,0.138
MLI,1937,0.035,-1.753,-0.945,-0.93,0.176,0.519,0.138
MLI,1938,0.035,-1.753,-0.945,-0.925,0.176,0.519,0.138
MLI,1939,0.035,-1.753,-0.945,-0.936,0.176,0.519,0.138
MLI,1940,0.037,-1.111,-0.945,-0.934,0.241,0.519,0.138
MLI,1941,0.037,-1.111,-0.945,-0.928,0.241,0.519,0.138
MLI,1942,0.037,-1.111,-0.945,-0.928,0.241,0.519,0.138
MLI,1943,0.037,-1.111,-0.945,-0.934,0.241,0.519,0.138
MLI,1944,0.037,-1.111,-0.945,-0.926,0.241,0.519,0.138
MLI,1945,0.038,-1.111,-0.945,-0.71,0.241,0.519,0.138
MLI,1946,0.039,-1.111,-0.945,-0.604,0.241,0.519,0.138
MLI,1947,0.092,-1.111,-0.945,-0.293,0.241,0.538,0.156
MLI,1948,0.092,-1.111,-0.945,-0.327,0.241,0.538,0.156
MLI,1949,0.093,-1.111,-0.945,-0.298,0.241,0.538,0.156
MLI,1950,0.093,-1.111,-0.945,-0.297,0.241,0.54,0.156
MLI,1951,0.093,-1.111,-0.945,-0.296,0.241,0.54,0.156
MLI,1952,0.094,-1.111,-0.945,-0.306,0.241,0.54,0.156
MLI,1953,0.094,-1.111,-0.945,-0.305,0.241,0.54,0.156
MLI,1954,0.094,-1.111,-0.945,-0.302,0.241,0.54,0.156
MLI,1955,0.094,-1.111,-0.945,-0.311,0.241,0.54,0.156
MLI,1956,0.094,-0.933,-0.945,-0.3,0.259,0.54,0.156
MLI,1957,0.104,-1.105,-0.945,-0.297,0.242,0.54,0.156
MLI,1958,0.084,-1.105,-0.945,-0.382,0.242,0.545,0.282
MLI,1959,0.093,-1.105,-0.945,-0.315,0.242,0.511,0.282
MLI,1960,0.164,-0.544,-0.735,-0.14,0.33,0.649,0.702
MLI,1961,0.172,-0.544,-0.735,-0.142,0.33,0.649,0.702
MLI,1962,0.176,-0.67,-0.83,-0.144,0.294,0.649,0.702
MLI,1963,0.173,-0.67,-1.45,-0.145,0.232,0.649,0.702
MLI,1964,0.171,-0.67,-0.835,-0.24,0.299,0.649,0.702
MLI,1965,0.166,-0.67,-0.835,-0.259,0.299,0.649,0.702
MLI,1966,0.166,-0.67,-0.835,-0.271,0.299,0.649,0.702
MLI,1967,0.167,-0.67,-0.835,-0.277,0.299,0.649,0.702
MLI,1968,0.157,-0.67,-0.581,-0.358,0.33,0.601,0.75
MLI,1969,0.099,-1.646,-1.181,-0.695,0.164,0.287,0.785
MLI,1970,0.097,-2.018,-1.181,-0.757,0.136,0.288,0.785
MLI,1971,0.097,-2.018,-1.181,-0.757,0.136,0.288,0.785
MLI,1972,0.097,-2.018,-1.181,-0.76,0.136,0.288,0.785
MLI,1973,0.097,-2.018,-1.181,-0.762,0.136,0.288,0.785
MLI,1974,0.097,-2.018,-1.181,-0.758,0.136,0.283,0.785
MLI,1975,0.099,-2.018,-1.181,-0.72,0.136,0.292,0.785
MLI,1976,0.099,-2.018,-1.181,-0.737,0.136,0.292,0.785
MLI,1977,0.098,-2.018,-1.429,-0.737,0.118,0.292,0.785
MLI,1978,0.098,-2.018,-1.62,-0.731,0.105,0.292,0.785
MLI,1979,0.114,-1.916,-1.038,-0.687,0.152,0.292,0.785
MLI,1980,0.126,-1.916,-0.818,-0.656,0.17,0.293,0.785
MLI,1981,0.126,-1.916,-0.818,-0.66,0.17,0.293,0.785
MLI,1982,0.126,-1.916,-0.818,-0.655,0.17,0.293,0.785
MLI,1983,0.125,-1.916,-0.818,-0.657,0.17,0.293,0.785
MLI,1984,0.125,-1.916,-0.818,-0.658,0.17,0.293,0.785
MLI,1985,0.125,-1.916,-0.818,-0.658,0.17,0.293,0.785
MLI,1986,0.125,-1.916,-0.818,-0.656,0.17,0.293,0.785
MLI,1987,0.126,-1.916,-0.818,-0.649,0.17,0.293,0.785
MLI,1988,0.127,-1.916,-0.818,-0.645,0.17,0.293,0.785
MLI,1989,0.127,-1.916,-0.818,-0.65,0.17,0.293,0.785
MLI,1990,0.145,-0.149,-0.164,-0.501,0.451,0.313,0.819
MLI,1991,0.154,0.001,-0.164,-0.064,0.474,0.441,0.819
MLI,1992,0.344,1.187,0.482,0.867,0.711,0.474,0.825
MLI,1993,0.426,1.187,0.482,0.886,0.711,0.448,0.825
MLI,1994,0.426,1.187,0.482,0.881,0.711,0.448,0.825
MLI,1995,0.422,1.187,0.482,0.875,0.711,0.441,0.825
MLI,1996,0.422,1.187,0.482,0.877,0.711,0.441,0.825
MLI,1997,0.392,1.187,-0.041,0.826,0.646,0.384,0.825
MLI,1998,0.366,1.187,0.257,0.82,0.685,0.384,0.825
MLI,1999,0.366,1.187,0.257,0.824,0.685,0.384,0.825
MLI,2000,0.37,1.187,1.022,0.814,0.77,0.384,0.825
MLI,2001,0.37,1.187,1.022,0.82,0.77,0.384,0.825
MLI,2002,0.403,1.187,1.022,1.012,0.77,0.395,0.825
MLI,2003,0.416,1.187,1.022,1.029,0.77,0.39,0.825
MLI,2004,0.416,1.187,1.022,1.038,0.77,0.39,0.825
MLI,2005,0.416,1.187,1.022,1.032,0.77,0.39,0.825
MLI,2006,0.418,1.187,1.022,1.034,0.77,0.39,0.825
MLI,2007,0.413,1.187,1.022,0.994,0.77,0.386,0.825
MLI,2008,0.406,1.187,1.022,0.996,0.77,0.394,0.825
MLI,2009,0.406,1.187,1.022,1.005,0.77,0.394,0.825
MLI,2010,0.405,1.058,1.502,0.992,0.804,0.376,0.831
MLI,2011,0.407,1.058,1.502,0.994,0.804,0.377,0.831
MLI,2012,0.233,0.965,1.267,0.911,0.773,0.381,0.831
MLI,2013,0.194,0.981,1.152,0.729,0.761,0.381,0.836
MLI,2014,0.327,0.981,1.413,0.78,0.788,0.381,0.836
MLI,2015,0.349,0.981,1.413,0.781,0.788,0.381,0.836
MLI,2016,0.349,0.981,1.413,0.798,0.788,0.381,0.836
MLI,2017,0.328,0.605,1.008,0.752,0.703,0.346,0.744
MLI,2018,0.307,0.579,1.068,0.667,0.708,0.343,0.698
MLI,2019,0.317,0.771,1.202,0.736,0.744,0.384,0.718
MLI,2020,0.254,0.771,1.202,0.63,0.744,0.378,0.718
MLI,2021,0.155,0.771,1.325,0.274,0.757,0.273,0.718
MLI,2022,0.147,0.771,1.268,0.137,0.752,0.275,0.718
MLI,2023,0.145,0.376,1.664,0.155,0.753,0.292,0.585
MLI,2024,0.141,0.219,0.675,-0.084,0.614,0.328,0.775
MLI,2025,0.15,0.219,1.428,-0.223,0.705,0.421,0.775
PAK,1947,0.157,-0.259,1.194,-0.089,0.622,0.603,0.704
PAK,1948,0.165,-0.259,1.194,-0.074,0.622,0.631,0.704
PAK,1949,0.165,-0.259,1.194,-0.073,0.622,0.631,0.704
PAK,1950,0.164,-0.259,1.194,-0.052,0.622,0.604,0.811
PAK,1951,0.162,-0.259,1.194,-0.046,0.622,0.582,0.811
PAK,1952,0.16,-0.35,0.95,-0.058,0.578,0.564,0.811
PAK,1953,0.16,-0.35,0.95,-0.054,0.578,0.564,0.811
PAK,1954,0.157,-0.35,0.95,-0.076,0.578,0.544,0.811
PAK,1955,0.156,-0.35,0.95,-0.082,0.578,0.543,0.811
PAK,1956,0.155,-0.35,0.95,-0.098,0.578,0.531,0.811
PAK,1957,0.157,-0.83,0.95,-0.086,0.508,0.526,0.811
PAK,1958,0.111,-0.936,0.438,-0.389,0.428,0.365,0.811
PAK,1959,0.083,-0.936,0.438,-0.473,0.428,0.445,0.811
PAK,1960,0.081,-0.936,-0.288,-0.492,0.336,0.461,0.811
PAK,1961,0.081,-0.936,-0.288,-0.473,0.336,0.461,0.811
PAK,1962,0.101,-0.936,-0.288,-0.345,0.336,0.473,0.811
PAK,1963,0.12,-0.936,0.479,-0.297,0.433,0.496,0.811
PAK,1964,0.127,-0.936,0.479,-0.292,0.433,0.496,0.811
PAK,1965,0.126,-0.936,0.479,-0.294,0.433,0.496,0.811
PAK,1966,0.13,-0.936,0.479,-0.229,0.433,0.5,0.811
PAK,1967,0.129,-0.936,0.479,-0.292,0.433,0.5,0.811
PAK,1968,0.129,-0.936,0.479,-0.277,0.433,0.5,0.811
PAK,1969,0.089,-0.936,-0.288,-0.363,0.333,0.419,0.811
PAK,1970,0.095,-0.936,-0.109,0.199,0.354,0.392,0.811
PAK,1971,0.071,-2.014,-1.271,-0.274,0.131,0.292,0.811
PAK,1972,0.112,-1.382,-0.086,-0.105,0.302,0.288,0.74
PAK,1973,0.133,-1.691,-1.146,-0.126,0.165,0.317,0.74
PAK,1974,0.144,-1.691,-1.146,-0.121,0.165,0.319,0.74
PAK,1975,0.143,-1.691,-1.146,-0.138,0.165,0.318,0.74
PAK,1976,0.144,-1.691,-1.146,-0.121,0.165,0.318,0.74
PAK,1977,0.113,-1.691,-1.146,-0.069,0.165,0.265,0.74
PAK,1978,0.066,-1.619,-1.895,-0.629,0.114,0.308,0.74
PAK,1979,0.061,-3.004,-1.895,-0.73,0.049,0.303,0.74
PAK,1980,0.058,-3.004,-1.895,-0.726,0.049,0.315,0.74
PAK,1981,0.058,-3.004,-1.895,-0.725,0.049,0.315,0.74
PAK,1982,0.059,-3.004,-1.895,-0.652,0.049,0.315,0.74
PAK,1983,0.059,-3.004,-1.895,-0.639,0.049,0.315,0.74
PAK,1984,0.059,-3.004,-1.895,-0.637,0.049,0.315,0.74
PAK,1985,0.102,-3.004,-1.292,-0.406,0.074,0.329,0.74
PAK,1986,0.113,-3.004,-1.292,-0.397,0.074,0.329,0.74
PAK,1987,0.115,-3.004,-1.292,-0.39,0.074,0.335,0.74
PAK,1988,0.127,-3.004,-1.292,-0.038,0.074,0.271,0.74
PAK,1989,0.202,-0.328,-1.269,0.325,0.292,0.271,0.74
PAK,1990,0.198,-0.758,-0.845,0.291,0.289,0.249,0.776
PAK,1991,0.196,-0.758,-0.845,0.292,0.289,0.249,0.776
PAK,1992,0.196,-0.758,-0.845,0.298,0.289,0.249,0.776
PAK,1993,0.201,-0.327,-0.845,0.33,0.343,0.261,0.776
PAK,1994,0.201,-0.327,-0.845,0.324,0.343,0.26,0.776
PAK,1995,0.201,-0.327,-0.845,0.325,0.343,0.26,0.776
PAK,1996,0.201,-0.327,-0.845,0.325,0.343,0.26,0.776
PAK,1997,0.196,-0.752,-0.845,0.354,0.292,0.23,0.776
PAK,1998,0.199,-0.752,-0.845,0.357,0.292,0.228,0.776
PAK,1999,0.167,-0.752,-0.845,0.305,0.292,0.204,0.776
PAK,2000,0.094,-0.344,-0.845,0.179,0.339,0.258,0.776
PAK,2001,0.091,-0.628,-1.011,0.156,0.287,0.251,0.776
PAK,2002,0.132,-0.628,-1.011,0.236,0.287,0.209,0.776
PAK,2003,0.19,-0.628,-1.011,0.271,0.287,0.212,0.776
PAK,2004,0.192,-0.628,-1.011,0.266,0.287,0.224,0.776
PAK,2005,0.189,-0.628,-1.011,0.285,0.287,0.212,0.776
PAK,2006,0.187,-0.628,-1.373,0.278,0.245,0.217,0.776
PAK,2007,0.185,-0.628,-1.617,0.25,0.22,0.218,0.776
PAK,2008,0.223,-0.628,-1.374,0.455,0.248,0.172,0.776
PAK,2009,0.259,-0.604,-1.002,0.528,0.29,0.204,0.776
PAK,2010,0.285,-0.551,-0.727,0.622,0.325,0.218,0.748
PAK,2011,0.283,-0.551,-0.727,0.622,0.325,0.223,0.748
PAK,2012,0.283,-0.551,-0.727,0.615,0.325,0.216,0.748
PAK,2013,0.285,-0.65,-0.698,0.649,0.32,0.247,0.657
PAK,2014,0.283,-0.65,-0.6,0.639,0.333,0.262,0.654
PAK,2015,0.264,-0.538,-0.432,0.534,0.368,0.25,0.747
PAK,2016,0.258,-0.538,-0.432,0.503,0.368,0.252,0.747
PAK,2017,0.257,-0.38,-0.148,0.463,0.426,0.237,0.747
PAK,2018,0.25,-0.54,-0.401,0.391,0.372,0.253,0.733
PAK,2019,0.233,-0.755,-0.401,0.373,0.345,0.232,0.748
PAK,2020,0.253,-0.285,0.023,0.41,0.461,0.262,0.741
PAK,2021,0.248,-0.285,0.023,0.423,0.461,0.246,0.77
PAK,2022,0.227,-0.879,-0.52,0.415,0.311,0.219,0.719
PAK,2023,0.205,-0.879,-0.351,0.305,0.331,0.202,0.734
PAK,2024,0.193,-0.879,-0.112,0.184,0.364,0.282,0.684
PAK,2025,0.176,-0.879,-0.112,0.197,0.364,0.261,0.763
PER,1789,,,,,,,
PER,1790,,,,,,,
PER,1791,,,,,,,
PER,1792,,,,,,,
PER,1793,,,,,,,
PER,1794,,,,,,,
PER,1795,,,,,,,
PER,1796,,,,,,,
PER,1797,,,,,,,
PER,1798,,,,,,,
PER,1799,,,,,,,
PER,1800,,,,,,,
PER,1801,,,,,,,
PER,1802,,,,,,,
PER,1803,,,,,,,
PER,1804,,,,,,,
PER,1805,,,,,,,
PER,1806,,,,,,,
PER,1807,,,,,,,
PER,1808,,,,,,,
PER,1809,,,,,,,
PER,1810,,,,,,,
PER,1811,,,,,,,
PER,1812,,,,,,,
PER,1813,,,,,,,
PER,1814,,,,,,,
PER,1815,,,,,,,
PER,1816,,,,,,,
PER,1817,,,,,,,
PER,1818,,,,,,,
PER,1819,,,,,,,
PER,1820,,,,,,,
PER,1821,0.065,0.865,-0.748,,0.509,0.196,0.326
PER,1822,0.062,0.865,-0.748,,0.509,0.137,0.326
PER,1823,0.113,0.865,-0.748,,0.509,0.137,0.326
PER,1824,0.079,0.865,-0.748,,0.509,0.137,0.326
PER,1825,0.083,0.865,-0.748,,0.509,0.137,0.326
PER,1826,0.058,0.865,-0.748,,0.509,0.147,0.326
PER,1827,0.12,0.865,-0.748,,0.509,0.164,0.326
PER,1828,0.12,0.865,-0.748,,0.509,0.164,0.326
PER,1829,0.117,0.865,-0.748,,0.509,0.125,0.326
PER,1830,0.089,0.865,-0.748,,0.509,0.111,0.326
PER,1831,0.089,0.865,-0.748,,0.509,0.111,0.326
PER,1832,0.089,0.865,-0.748,,0.509,0.111,0.326
PER,1833,0.1,0.865,-0.748,,0.509,0.111,0.326
PER,1834,0.115,0.865,-0.748,,0.509,0.169,0.326
PER,1835,0.115,0.865,-0.748,,0.509,0.169,0.326
PER,1836,0.099,0.865,-0.748,,0.509,0.151,0.326
PER,1837,0.066,0.865,-0.748,,0.509,0.151,0.326
PER,1838,0.066,0.865,-0.748,,0.509,0.151,0.326
PER,1839,0.066,0.865,-0.748,,0.509,0.151,0.326
PER,1840,0.095,0.865,-0.748,,0.509,0.13,0.326
PER,1841,0.094,0.865,-0.748,,0.509,0.13,0.326
PER,1842,0.088,0.865,-0.748,,0.509,0.13,0.326
PER,1843,0.088,0.865,-0.748,,0.509,0.13,0.326
PER,1844,0.088,0.865,-0.748,,0.509,0.13,0.326
PER,1845,0.109,0.865,0.605,,0.688,0.229,0.326
PER,1846,0.113,0.865,0.605,,0.688,0.229,0.326
PER,1847,0.113,0.865,0.605,,0.688,0.229,0.326
PER,1848,0.113,0.865,0.605,,0.688,0.229,0.326
PER,1849,0.113,0.865,0.605,,0.688,0.229,0.326
PER,1850,0.113,0.865,0.605,,0.688,0.229,0.326
PER,1851,0.113,0.865,0.605,,0.688,0.174,0.326
PER,1852,0.113,0.865,0.605,,0.688,0.174,0.326
PER,1853,0.113,0.865,0.605,,0.688,0.174,0.326
PER,1854,0.108,0.865,0.605,,0.688,0.157,0.326
PER,1855,0.122,2.135,0.605,,0.817,0.23,0.326
PER,1856,0.129,2.135,0.605,,0.817,0.23,0.326
PER,1857,0.122,2.135,0.605,,0.817,0.23,0.326
PER,1858,0.122,2.135,0.605,,0.817,0.23,0.326
PER,1859,0.138,2.135,0.605,,0.817,0.23,0.326
PER,1860,0.138,2.135,0.605,,0.817,0.25,0.326
PER,1861,0.13,2.135,0.605,,0.817,0.25,0.326
PER,1862,0.13,2.135,0.605,,0.817,0.25,0.326
PER,1863,0.127,2.135,0.605,,0.817,0.23,0.326
PER,1864,0.126,2.135,0.605,,0.817,0.23,0.326
PER,1865,0.123,2.135,0.605,,0.817,0.23,0.326
PER,1866,0.116,2.135,0.605,,0.817,0.227,0.326
PER,1867,0.123,2.135,0.605,,0.817,0.227,0.326
PER,1868,0.111,0.858,0.605,,0.688,0.309,0.326
PER,1869,0.129,2.125,0.605,,0.818,0.173,0.326
PER,1870,0.129,2.125,0.605,,0.818,0.173,0.326
PER,1871,0.132,2.125,0.605,,0.818,0.173,0.326
PER,1872,0.141,2.125,0.605,,0.818,0.341,0.326
PER,1873,0.141,2.125,0.605,,0.818,0.341,0.326
PER,1874,0.141,2.125,0.605,,0.818,0.312,0.326
PER,1875,0.141,2.125,0.605,,0.818,0.34,0.326
PER,1876,0.141,2.125,0.605,,0.818,0.34,0.326
PER,1877,0.138,2.125,0.605,,0.818,0.247,0.326
PER,1878,0.138,2.125,0.605,,0.818,0.247,0.326
PER,1879,0.117,-0.308,0.605,,0.534,0.206,0.326
PER,1880,0.042,-0.308,0.605,,0.534,0.094,0.326
PER,1881,0.044,-0.308,0.605,,0.534,0.094,0.326
PER,1882,0.044,-0.308,0.605,,0.534,0.094,0.326
PER,1883,0.046,-0.308,0.605,,0.534,0.098,0.326
PER,1884,0.096,-0.308,0.605,,0.534,0.262,0.326
PER,1885,0.122,-0.308,0.605,,0.534,0.262,0.326
PER,1886,,0.834,0.605,,0.683,0.289,0.326
PER,1887,,0.834,0.605,,0.683,0.289,0.326
PER,1888,,0.834,0.605,,0.683,0.289,0.326
PER,1889,,0.834,0.605,,0.683,0.289,0.326
PER,1890,,0.834,0.605,,0.683,0.289,0.326
PER,1891,,0.834,0.605,,0.683,0.289,0.326
PER,1892,0.144,0.834,0.605,,0.683,0.289,0.326
PER,1893,0.142,0.834,0.605,,0.683,0.289,0.326
PER,1894,0.141,0.834,0.605,,0.683,0.289,0.326
PER,1895,0.142,0.834,0.605,,0.683,0.321,0.326
PER,1896,0.15,0.834,0.605,,0.683,0.348,0.326
PER,1897,0.155,0.834,0.605,,0.683,0.348,0.326
PER,1898,0.155,0.834,0.605,,0.683,0.348,0.326
PER,1899,0.156,0.834,0.605,,0.683,0.348,0.326
