year,gdp_per_capita_constant,gdp_per_capita_current,gdp_deflator,gfkf_percent,gfkf_privat,natural_resources_rents,population_share_largest_city,population_total,fdi_inflow_percent,fdi_inflow_abs,fdi_outflow_percent,fdi_outflow_abs,trade_share,tax_as_perc_of_revenue,tax_of_gdp,mobile_phone_subs,telephone_subs,prim_netenrol,lowsec_netenrol,upsec_netenrol,cc,ge,pv,rl,rq,va,ISO3
2017,3085.33305844263,3453.26727720294,6.25246649143298,22.4256047290186,,0.260534449680804,46.7725064693331,2755189.0,1.5715119911375,149520000.0,0.114247828676195,10870000.0,88.6233902754378,17.760043587648,17.7273904313314,117.321043357799,35.8181642256122,86.50643,0.371148667471003,9.91073,-0.937231199999999,-0.4025781,-0.181840299999999,-0.4332048,-0.122281199999999,-0.110529999999999,MDA
2018,3267.9961042872,4156.44981956646,3.21103213223728,23.3442713297151,,0.262039473546905,46.6892063951518,2707203.0,2.75177990255296,309640000.0,0.304825121617254,34300000.0,87.4467874275648,20.1594930985175,18.014083738484,115.31999925169,35.1388638307196,86.31417,0.441122966899246,9.86318,-0.871319899999999,-0.215601899999999,-0.2383059,-0.4034988,-0.1859583,-0.1677532,MDA
2019,3438.67732670712,4405.33418162155,5.35171200346649,23.3938698713556,,0.249756859922812,46.4290021311558,2664224.0,4.44218297010915,521370000.0,0.35605966265965,41790000.0,87.6322371148906,18.8383511088167,17.656290127877,116.105189229966,34.4254668662022,,1.09675117571395,,-0.7732817,-0.2731316,-0.1474608,-0.3747443,-0.113272799999999,-0.1508752,MDA
2020,3188.91691602699,4375.7788930524,5.57500940096507,24.9383609100281,,0.245939852669041,45.8131977085781,2635130.0,1.35047634241375,155720000.0,0.0328686446040849,3790000.0,79.265722119158,18.084205288479,17.9098984894955,111.444672775453,33.4846899659871,,0.787636646212066,,-0.7308378,-0.2721944,-0.149089399999999,-0.377801599999999,-0.1518578,-0.0883867,MDA
2021,3688.16729442144,5274.60582195352,6.38172855134019,24.0883884467141,,0.235942049452034,45.5545133910967,2595809.0,2.8200678267721,386120000.0,0.104295474376633,14280000.0,88.4708865399267,17.2870374738564,18.3881163669346,128.983642317657,33.0787511517049,,0.641265612222244,,-0.550342,-0.210143599999999,-0.0451684,-0.2519381,-0.0862631,0.0252853,MDA
2022,3611.95484733286,5744.29618434435,18.8553230591008,22.1144731528817,,,45.7562579678869,2528654.0,4.03446735088075,586020000.0,0.309528091354559,44960000.0,112.117671579766,20.465612418385,18.9210049545943,137.182551887592,31.2875885900753,,0.48856111909335,,-0.421512599999999,-0.133791,-0.2465629,-0.1948034,-0.0435626,0.0872112999999999,MDA
2023,3760.7000642059,6799.58594644576,9.27782417179883,19.4365139692195,,,46.1460947168826,2457783.0,2.15951089914844,360895447.64,0.0669096513629941,11181878.54,93.9946211488052,20.7167875552152,18.5850270257317,129.546081439289,27.6294313465294,,0.895018647672383,,-0.266050299999999,-0.0336705,-0.2678685,-0.1938657,-0.0545226,0.2629208,MDA
2024,3851.51202518347,7576.19589413326,6.56535704471057,19.9854977022621,,,46.4546072839174,2402306.0,2.51844626798863,458365804.99,0.540584339882072,98388192.46,88.6661154286831,,,120.083487069521,24.1914805495029,,0.520371554258561,,-0.2915803,0.2576379,-0.3449915,-0.161332199999999,-0.0467374,0.2837193,MDA
2025,,,,,,,46.8267480318539,,,,,,,,,,,,,,,,,,,,MDA
1960,,,,,,,,21808.0,,,,,,,,0.0,16.79053124,,,,,,,,,,MCO
1961,,,,,,,,21901.0,,,,,,,,,16.3014,,,,,,,,,,MCO
1962,,,,,,,,22078.0,,,,,,,,,16.3014,,,,,,,,,,MCO
1963,,,,,,,,22385.0,,,,,,,,,16.3014,,,,,,,,,,MCO
1964,,,,,,,,22686.0,,,,,,,,,16.3014,,,,,,,,,,MCO
1965,,,,,,,,22941.0,,,,,,,,0.0,26.06202763,,,,,,,,,,MCO
1966,,,,,,,,23131.0,,,,,,,,,25.771,,,,,,,,,,MCO
1967,,,,,,,,23230.0,,,,,,,,,25.771,,,,,,,,,,MCO
1968,,,,,,,,23437.0,,,,,,,,,25.771,,,,,,,,,,MCO
1969,,,,,,,,23831.0,,,,,,,,,25.771,,,,,,,,,,MCO
1970,72837.7236189989,12098.2018753587,,,,0.0,,24229.0,,,,,,,,0.0,30.90234858,,,,,,,,,,MCO
1971,75563.5268306393,13334.3998386726,5.98215468961487,,,0.0,,24576.0,,,,,,,,,31.9366,,,16.97917,,,,,,,MCO
1972,78166.3033413738,16187.4306500397,6.84700423686932,,,0.0,,24862.0,,,,,,,,,31.9366,,,11.26991,,,,,,,MCO
1973,82591.5137380706,20882.02134665,7.76754781352058,,,0.0,,25072.0,,,,,,,,,31.9366,,,,,,,,,,MCO
1974,85729.8095579345,22347.8999054501,11.3646425499135,,,0.0,,25235.0,,,,,,,,,31.9366,,,,,,,,,,MCO
1975,84013.7170561646,27920.7436036735,13.6568598021056,,,0.0,,25500.0,,,,,,,,0.0,39.1788121,,,,,,,,,,MCO
1976,86382.0160151437,28396.3794040315,10.7974592802799,,,0.0,,25895.0,,,,,,,,0.0,46.33562437,,,,,,,,,,MCO
1977,88164.4008364715,30875.4764291964,8.80119852038368,,,0.0,,26273.0,,,,,,,,0.0,48.77677006,,,,,,,,,,MCO
1978,90506.3380580042,37607.7886875432,9.16894798535996,,,0.0,,26605.0,,,,,,,,0.0,50.46320705,,,10.23551,,,,,,,MCO
1979,92704.9676890985,44989.9653239249,10.0978753685722,,,0.0,,26892.0,,,,,,,,0.0,51.79995528,,,,,,,,,,MCO
1980,93468.0634012794,50813.9342272643,11.2634805473198,,,0.0,,27122.0,,,,,,,,0.0,53.92229281,,,,,,,,,,MCO
1981,93739.1816077361,44157.4267369518,11.4411158120726,,,0.0,,27293.0,,,,,,,,0.0,56.07682158,,,,,,,,,,MCO
1982,95085.6031046345,41479.49844229,11.9880817872694,,,0.0,,27561.0,,,,,,,,0.0,59.11580169,,,,,,,,,,MCO
1983,94848.727743484,39075.8356409009,9.51721086261755,,,0.0,,27960.0,,,,,,,,0.0,63.24816866,,,,,,,,,,MCO
1984,94912.5173943415,36582.3672009832,7.27777707141712,,,0.0,,28356.0,,,,,,,,0.0,66.53289682,,,,,,,,,,MCO
1985,95274.3117216542,37689.8648613491,5.52682014282678,,,0.0,,28731.0,,,,,,,,0.0,72.20467248,,,,,,,,,,MCO
1986,96396.2283814114,52082.4508807502,5.2790251732862,,,0.0,,29093.0,,,,,,,,0.0,71.98930445,,,,,,,,,,MCO
1987,97606.9499621531,62456.0708848997,2.77798788412527,,,0.0,,29446.0,,,,,,,,0.0,72.88135593,,,,,,,,,,MCO
1988,100947.054448965,67180.5763713568,3.07508380638224,,,0.0,,29781.0,,,,,,,,0.0,74.15609691,,,,,,,,,,MCO
1989,104091.09474987,66815.7104498273,3.30509046816645,,,0.0,,30084.0,,,,,,,,0.0,76.46785026,,,,,,,,,,MCO
1990,105878.37276656,81734.8664968011,2.64193235512174,,,0.0,,30358.0,,,,,,,,0.0,80.4,,,,,,,,,,MCO
1991,106020.717884683,80997.2520924871,2.54193904724325,,,0.0,,30625.0,,,,,,,,0.0,85.0,,,,,,,,,,MCO
1992,106558.024151992,88614.926367223,2.13345024311162,,,0.0,,30887.0,,,,,,,,0.0,94.3,,,11.25197,,,,,,,MCO
1993,104739.794413175,82685.4559266948,1.55285693569343,,,0.0,,31136.0,,,,,,,,3.706807633,95.8,,,,,,,,,,MCO
1994,106244.898612952,86703.8130529474,1.34480798288207,,,0.0,,31375.0,,,,,,,,8.188013951,97.0,,,10.30909,,,,,,,MCO
1995,107691.087543628,99032.2375054091,1.30792493544602,,,0.0,,31609.0,,,,,,,,9.545136904,98.2,,,10.25448,,,,,,,MCO
1996,108107.452988927,98561.0137425657,1.60444460738813,,,0.0,,31837.0,,,,,,,,17.02449636,99.5,,,10.12892,,,,0.9038562,,1.1315437,MCO
1997,109747.029483889,88581.7044683607,1.01334196553269,,,0.0,,32063.0,,,,,,,,22.52252252,97.3,,,10.27046,,,,,,,MCO
1998,112873.604489635,90947.2051224438,0.900911823943943,,,0.0,,32267.0,,,,,,,,35.62358347,93.6,,,,,,,0.8818861,,1.129479,MCO
1999,116084.581378187,89698.1993575302,0.0472736583660094,,,0.0,,32410.0,,,,,,,,40.37784775,91.9,,,10.29643,,,,,,,MCO
2000,120456.506337384,81789.0206522549,1.39857560337128,,,0.0,,32455.0,,,,,,,,42.9117239254352,92.340163303035,,,,,,,0.8674379,,1.1306413,MCO
2001,123122.12291461,82402.7809570189,1.64884532198116,,,0.0,,32447.0,,,,,,,,44.0780349493019,91.3982802724443,,,10.76449,,,,,,,MCO
2002,124481.880220824,90051.4459877468,2.37922080722839,,,0.0,,32422.0,,,,,,,,45.8762568626241,103.975695515391,,,,,,,0.8855968,,1.0052091,MCO
2003,126022.239091348,111110.451312249,1.8812838497411,,,0.0,,32374.0,,,,,,,,46.5836782603324,103.475010811145,,,,,,0.9514154,0.8778704,,0.8946234,MCO
2004,129403.404955341,125160.228087598,-0.241252074216831,,,0.0,,32307.0,,,,,,,,48.7510446652428,104.760578202866,,,11.11191,,,0.9183465,0.8716772,,0.8686472,MCO
2005,132253.218402608,130538.742587117,2.03440159856663,,,0.0,,32210.0,,,,,,,,53.3716237193418,105.513815585222,,,,,,0.9293244,1.269863,,0.8943383,MCO
2006,140615.178788026,143083.461107202,2.14692627628688,,,0.0,,32057.0,,,,,,,,57.1076519948841,107.143525595034,,,,,,0.9339598,1.2671381,,0.9013433,MCO
2007,162028.480643444,184558.556593338,2.55669727394962,,,0.0,,31837.0,,,,,,,,64.0763891070139,108.992681471244,,,,,,0.9416149,1.2725098,,0.899315,MCO
2008,163243.752211148,204263.797114294,2.3632481088528,,,0.0,,31836.0,,,,,,,,69.1041588139213,109.938434476693,,,5.80925,,,0.9406721,1.2675442,,0.8976568,MCO
2009,142375.532007071,169150.267344616,0.118994429817221,,,0.0,,32364.0,,,,,,,,71.0666172290199,133.416759362254,,,,,,0.9517737,1.2615499,,0.8979852,MCO
2010,141814.78664157,161853.920622244,1.06946196046083,,,0.0,,33163.0,,,,,,,,70.602780206857,129.391188975666,,,,,,0.9409444,1.2597795,,0.9870805,MCO
2011,148272.711991792,179363.984221513,0.948018995559892,,,0.0,,33946.0,,,,,,,,93.6457903729453,131.075826312378,,,,,,0.9310959,1.2748343,,0.7175055,MCO
2012,146472.677860476,165444.651378771,1.16156649694202,,,0.0,,34711.0,,,,,,,,95.6325084267235,131.782432082049,,,,,,0.9300563,1.2690986,,0.7146461,MCO
2013,157167.975027858,184940.663804718,0.778354745078474,,,0.0,,35447.0,,,,,,,,100.047958924592,132.169153948148,,,,,,0.9268798,1.2562782,,0.7602859,MCO
2014,165288.200345355,195693.570738894,0.58684116777053,,,0.0,,36128.0,,,,,,,,93.2102524357839,140.085252435784,,,,,,0.9378524,1.2627514,,0.764819,MCO
2015,170437.101188261,170437.101188261,1.13341345923507,,,0.0,,36757.0,,,,,,,,92.5537992763283,133.539189814185,,,8.12069,1.7925654,1.7977313,1.2059066,1.6037535,1.3403443,0.7659677,MCO
2016,173120.189785092,173604.753555915,0.516331732930951,,,0.0,,37276.0,,,,,,,,89.3255714132418,124.946346174482,,,,1.7956995,1.7987191,1.2026488,1.6042767,1.3429326,0.6889007,MCO
2017,165781.779121526,170663.375247872,0.587452398663714,,,0.0,,37678.0,,,,,,,,87.5258771697011,124.775731195923,,,8.54364,1.7934572,1.7990398,1.5452189,1.6029964,1.3456712,0.6532767,MCO
2018,173041.761057866,188298.315668437,1.1147767446366,,,0.0,,38154.0,,,,,,,,85.6764690464958,113.681396445982,,,,1.7972711,1.8008008,1.5480267,1.536679,1.3467972,0.8095481,MCO
2019,185582.7556905,193746.785647412,1.20921163106718,,,0.0,,38109.0,,,,,,,,88.6483507832795,115.770552887769,,,,1.8025255,1.8025173,1.5488694,1.5364829,1.3498501,0.8817819,MCO
2020,161262.925884403,176891.886538492,2.97930407095748,,,0.0,,38050.0,,,,,,,,93.2588699080158,114.864651773982,,,,1.1797991,1.7976151,1.2062355,1.379704,1.3446521,0.8806321,MCO
2021,194674.777609089,223823.363960226,1.22173013647281,,,0.0,,38527.0,,,,,,,,97.1422638668985,117.68370233862,,,,1.1772281,1.8005243,1.2044193,1.3737068,1.3425613,0.9018722,MCO
2022,214359.605825981,226052.001905201,3.01745777692324,,,,,38931.0,,,,,,,,100.061647530246,109.550229893915,,,,1.1763452,1.7371134,1.3786309,1.3462901,1.3369891,0.8992514,MCO
2023,225884.183303985,256799.788612806,4.99251887813831,,,,,38956.0,,,,,,,,104.060991888284,111.025259266865,,,,1.1733125,1.7382842,1.3791391,1.3454922,1.3375828,0.8382191,MCO
2024,247170.219910657,288001.433369041,2.38664843637963,,,,,38631.0,,,,,,,,107.400792109963,95.4777251430199,,,,1.8002811,1.7370456,1.2387076,1.3453634,1.1021324,0.836801,MCO
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,MCO
1960,,,,,,,49.6745933109923,977595.0,,,,,,,,0.0,,,,,,,,,,,MNG
1961,,,,,,,50.2161252684013,1009284.0,,,,,,,,,,,,,,,,,,,MNG
1962,,,,,,,51.5047639934112,1041444.0,,,,,,,,,,,,,,,,,,,MNG
1963,,,,,,,52.3162912142085,1071362.0,,,,,,,,,,,,,,,,,,,MNG
1964,,,,,,,52.020234944393,1100234.0,,,,,,,,,,,,,,,,,,,MNG
1965,,,,,,,51.8280373519606,1131177.0,,,,,,,,0.0,,,,,,,,,,,MNG
1966,,,,,,,51.6951909022279,1163754.0,,,,,,,,,,,,,,,,,,,MNG
1967,,,,,,,51.5897810416413,1196996.0,,,,,,,,,,,,,,,,,,,MNG
1968,,,,,,,51.4838692886276,1229930.0,,,,,,,,,,,,,,,,,,,MNG
1969,,,,,,,51.309882914695,1262284.0,,,,,,,,,,,,,,,,,,,MNG
1970,,,,,,,51.0678931952373,1295272.0,,,,,,,,0.0,,,,,,,,,,,MNG
1971,,,,,,,50.7545220318459,1330071.0,,,,,,,,,,,,,,,,,,,MNG
1972,,,,,,,50.3856450238005,1366821.0,,,,,,,,,,,,20.71172,,,,,,,MNG
1973,,,,,,,49.9724836070146,1405502.0,,,,,,,,,,,,,,,,,,,MNG
1974,,,,,,,49.5418532949934,1446050.0,,,,,,,,,,,,,,,,,,,MNG
1975,,,,,,,49.1120179954791,1488296.0,,,,,,,,0.0,,,,23.32089,,,,,,,MNG
1976,,,,,,,48.7077644972382,1531945.0,,,,,,,,0.0,,,,23.74187,,,,,,,MNG
1977,,,,,,,48.3559025978458,1576245.0,,,,,,,,0.0,,,,,,,,,,,MNG
1978,,,,,,,48.1227368482366,1619468.0,,,,,,,,0.0,,,,,,,,,,,MNG
1979,,,,,,,47.8859617770115,1660659.0,,,,,,,,0.0,,,,,,,,,,,MNG
1980,,1235.14422497627,,,,,47.53315166599,1701335.0,,,,,,,,0.0,,96.48373,10.0937204360962,23.21977,,,,,,,MNG
1981,1425.47626748483,1325.46680536613,,65.3048895896573,,6.77463913303123,47.1442359922352,1742857.0,0.0,0.0,0.0,0.0,94.9046298489965,,,0.0,,,,22.77198,,,,,,,MNG
1982,1507.62165500664,1429.62551800828,1.9814211995504,65.5601760109412,,7.63771603241449,46.7585628221371,1785364.0,0.0,0.0,0.0,0.0,90.7163276191427,,,0.0,2.407793929,,,,,,,,,,MNG
1983,1557.43150759483,1490.21297634746,0.904250240767681,54.1497766860552,,4.92430979832689,46.395451717079,1829092.0,0.0,0.0,0.0,0.0,89.0299379498623,,,0.0,2.464709468,93.73482,,,,,,,,,MNG
1984,1610.00431155079,1119.71388466075,-3.08759376967963,53.957504917487,,5.0779334817114,46.075076759138,1874349.0,0.0,0.0,0.0,0.0,94.2512407238152,,,0.0,2.511150577,,,,,,,,,,MNG
1985,1660.20538347139,1137.90764730312,-1.44806090937669,58.6172966248804,,6.84021391306091,45.8069272644678,1921514.0,0.0,0.0,0.0,0.0,94.9363378566431,,,0.0,2.552423656,,,,,,,,,,MNG
1986,1770.29035350291,1469.42176378914,-9.17235995070065,59.6074452860105,,3.33485817993727,45.6120837859029,1970965.0,0.0048339555823474,140000.0,0.0,0.0,111.57131685444,,,0.0,2.588948136,,,20.48603,,,,,,,MNG
1987,1784.58513378493,1493.28238085822,0.809788822239028,47.4519365548354,,3.45644977042351,45.5104473975059,2022800.0,0.0,0.0,0.0,0.0,103.065555774643,,,0.0,2.62181289,94.44538,,,,,,,,,MNG
1988,1827.38968091372,1543.33555521093,0.93098771431508,43.6911299305436,,6.86710373154369,45.5437439916741,2076322.0,0.0,0.0,0.0,0.0,94.47149764016,,,0.0,2.652173263,,,,,,,,,,MNG
1989,1860.84571911275,1683.92432862486,7.14773882778444,44.6230625717111,,7.17758340190229,45.8378315027022,2124185.0,,,,,76.3641464792647,,,0.0,2.68763335,,,,,,,,,,MNG
1990,1823.45623781461,1220.17127664137,23.2429253085626,27.1347981540946,,8.8741038587943,47.7715357213586,2098710.0,,,,,58.6218949695306,,,0.0,3.07,,,18.82154,,,,,,,MNG
1991,1613.69985423318,1098.68017445549,93.3199510815902,28.905708613355,,5.0097754747115,47.6885489007561,2165342.0,0.467419686388912,11120000.0,,,136.6037874065,,,0.0,3.11,,,18.21834,,,,,,,MNG
1992,1462.6746723198,607.813424662797,173.690682516447,23.9492181342866,,7.19193523878892,49.0728275115714,2167790.0,0.151789768661953,2000000.0,,,65.2956469006826,33.5852090032154,11.0813657403444,0.0,3.09,,,17.86923,,,,,,,MNG
1993,1418.0656069858,354.898613087701,318.897225339498,19.6653976082182,,8.43549986773079,50.6188312705624,2165130.0,1.00208011770717,7700000.0,,,129.742059708532,55.1237369305218,17.5173290209183,0.0,2.92,,,17.15477,,,,,,,MNG
1994,1432.28072706305,422.864349383041,64.3193883238151,17.7989655430558,,11.893721916764,51.5769403211732,2189395.0,0.745287601406598,6900000.0,,,99.1572950855527,48.9114860180263,11.3241649294688,0.0,3.0,,,17.73953,,,,,,,MNG
1995,1499.26495210763,652.67456284915,60.2724254276052,22.8948467954484,12.4939869629793,12.7224494661582,52.2931147598068,2224945.0,0.674854439037465,9800000.0,,,82.1036587592106,54.1579633439605,9.77395635608051,0.0,3.33,81.0813,32.1953086853027,17.75924,,,,,,,MNG
1996,1509.32921132514,595.5810149554,10.8075727045923,24.5369425456095,22.4029896128147,6.75909440795854,53.0548509779329,2259507.0,1.18152410859671,15900000.0,,,77.9740756901741,41.1303182106823,9.60234781614151,0.038183598,3.54,84.63128,30.2479591369629,18.39585,0.2481772,-0.5863082,0.6432519,0.2371468,-0.4974476,0.3593894,MNG
1997,1546.08098489924,515.298004947316,21.6721342337923,23.0401284783969,20.9302831583676,8.03449122945997,53.8837211628961,2291750.0,2.11696806984845,25000000.0,,,99.9914490021753,42.8102156479069,10.5724331514759,0.083971129,3.65,85.10677,32.8590087890625,14.83623,,,,,,,MNG
1998,1575.67716165836,483.878066074871,-1.93179698964558,29.0159989254683,26.5692141799966,3.9651366893904,54.7327549808482,2323809.0,1.68083637693881,18900000.0,,,107.351210779428,23.9965581819102,8.35867208733412,0.375527826,4.28,86.62669,31.236759185791,17.55186,0.2461169,-0.5922693,0.3853495,0.2348056,-0.344826099999999,0.4457644,MNG
1999,1601.31353865438,448.660368337533,10.8817569804571,29.9341720365341,28.1103944894118,3.29386885807561,55.5695117913965,2356813.0,2.87495300542926,30400000.0,,,112.241338547745,13.0649804162144,9.80581787762116,1.423190067,4.25,88.13555,27.6353206634521,18.64532,,,,,,,MNG
2000,1598.31282040605,476.02755082717,11.999691388142,25.2026329219548,22.2418026591319,5.22235025250685,56.4709442429118,2388299.0,4.72312279765318,53697000.0,,,121.886609754208,21.0443474737034,13.9101606963282,6.29688552620539,4.78579592062829,89.99969,25.1952800750732,19.91429,-0.250790399999999,-0.5902075,0.6004675,0.061002,-0.3402329,0.2227915,MNG
2001,1625.46152259484,524.453483552485,10.448544658193,21.5375323628587,18.601190583734,5.74160516265939,57.5463862228201,2417751.0,4.9684623527528,63000000.0,,,115.81832687888,13.6589931300777,14.6620591872387,7.87020220365662,5.01735480485935,91.19752,21.2627792358398,21.68472,,,,,,,MNG
2002,1680.65335337555,570.249213248399,6.3696873506597,22.1465837169665,19.295092868215,4.4989917153818,58.1808373441675,2449027.0,5.56733962619427,77751000.0,,,118.517253113943,22.1724021832541,13.3692402225643,8.63974080777577,5.11984640460786,89.56013,17.0948104858398,21.85043,-0.1359898,-0.4417254,0.991888,0.1450536,0.0930838,0.2465827,MNG
2003,1775.64906676137,643.168068921658,10.2365745343768,29.1203428151462,26.1117847555788,4.59850143279864,58.5391847272722,2480374.0,8.24548473819777,131540000.0,,,120.299393514881,28.2148035143789,18.0387455713481,12.6496695819066,5.47770347033177,82.57081,8.20464038848877,21.5172,-0.330772399999999,-0.4602942,0.8598615,0.1455551,-0.0901063999999999,0.2905206,MNG
2004,1942.36263694017,794.154552001815,16.6914730128959,27.8191823685973,24.8959671156613,14.9665125748657,58.8164922921935,2508412.0,4.66450219552693,92920000.0,,,131.329318233554,,,16.8592174038547,5.74097065706882,87.44803,5.47624015808105,22.72494,-0.3130479,-0.418856399999999,0.5138365,0.1323651,-0.3539886,0.32327,MNG
2005,2060.26168223171,994.90010913241,20.0984387764955,27.9380278698965,25.8067699708897,16.7845880489393,59.0338584226567,2536407.0,7.43499550055971,187620000.0,0.0911442791348862,2300000.0,122.381459889773,,,21.7365116925906,6.08727809785286,87.92489,2.62666010856628,22.40598,-0.5181569,-0.5956412,0.8633542,-0.1863496,-0.1506316,0.2214217,MNG
2006,2209.74321787628,1329.89179579053,21.9867715680913,33.30225474823,29.2619808416528,28.4255991071812,59.2369039265338,2567168.0,7.18968945819168,245460000.0,1.59341280259768,54400000.0,112.929983096983,46.6902824573865,28.7099746786874,29.9796189659682,7.54895239628035,91.67262,5.25752019882202,20.31616,-0.5684421,-0.5722669,0.6573716,-0.220498,-0.174096299999999,0.2659395,MNG
2007,2403.72416258662,1627.68787743359,11.6285676515166,35.1088226553719,29.5368646381153,27.4768520904907,59.4902184584524,2601850.0,8.80188727419921,372759900.0,0.301081485041334,12750800.0,117.880426425377,24.3071025882374,23.4791764785419,45.8051776001595,7.03383672710332,88.994,7.67639017105103,,-0.642802499999999,-0.6715084,0.6918806,-0.2335498,-0.182848999999999,0.3072485,MNG
2008,2576.71295838607,2127.42678594737,21.4487537609982,36.2150454803176,,30.7370693872761,59.8244538586626,2643201.0,15.02161500005,844697949.479072,0.111013805823665,6242546.76629683,121.198013401183,52.3958257072043,21.6518153603901,66.9284063613147,7.61054408857496,87.73315,8.84669017791748,,-0.6709369,-0.6861459,0.4201759,-0.3439559,-0.260278299999999,0.2177941,MNG
2009,2498.72967493254,1703.32756790019,1.82670368400657,28.888994389193,,23.7157273322455,60.321397720992,2691115.0,13.6044846187851,623609218.24768,1.17380607898793,53805514.27,107.813757166177,35.953227897832,16.5402944034255,84.3807849396284,7.08637517511929,95.46461,,,-0.575945199999999,-0.6265816,0.677234,-0.2518534,-0.2964764,0.1937475,MNG
2010,2611.67326563924,2625.21881402433,39.1781879703741,34.4863190088044,,35.907762365776,61.2531640254479,2738622.0,23.5263365544641,1691421731.58405,0.866907412438582,62326152.3644098,103.350031656557,42.568815978071,19.5931192505774,92.9207634213904,7.15241186024372,97.30346,,14.49262,-0.6280549,-0.5374241,0.6671331,-0.322234099999999,-0.2778251,0.2262623,MNG
2011,3010.81642672623,3736.04201455077,15.1192654880847,48.4123299193304,,42.2166543859938,62.415031049599,2786317.0,43.9121127615061,4571161962.8089,0.908399393303569,94562536.2245844,126.999228633482,24.723865139394,18.466991091551,107.181059165519,6.83237529050918,97.82805,,,-0.5822872,-0.5445631,0.5645353,-0.236366,-0.3091131,0.2045318,MNG
2012,3318.16496597089,4328.89001905655,12.7843788573595,45.1162782409515,,22.2729540576189,63.4636751649527,2839705.0,34.7559826095308,4272473222.93624,0.525960827220767,64655158.1021307,109.588564338415,20.5209019834027,15.3121421838175,120.738848253543,6.32118017112753,97.19697,,,-0.6058663,-0.5466493,0.604855,-0.2337148,-0.3833453,0.0473849,MNG
2013,3628.90708069575,4340.14310544449,2.90784833783545,39.2636451899871,,18.6702255850788,64.4214179876997,2899011.0,16.3700755246398,2059702972.91977,0.325745111204595,40985649.2691379,100.311989662943,21.8860937427478,15.7312080369785,100.901264814345,6.16077599310771,94.61869,,,-0.5605354,-0.5000373,0.643466,-0.2558773,-0.4706872,0.086139,MNG
2014,3830.35892049593,4126.23975800524,7.44883659506563,28.5737584489569,,16.08653421855,65.3268928096536,2963113.0,2.7625883357052,337768268.083171,0.87581295548265,107081399.466875,109.322311877187,21.6636036831523,12.9016342446788,103.920441847843,7.83810309439729,94.62431,,,-0.5593028,-0.304772999999999,0.887271,-0.246084299999999,-0.309591,0.1797307,MNG
2015,3838.92126989984,3838.92126989984,0.609769217723354,18.2769008129924,,9.87899879376714,66.2941852081459,3026864.0,0.811709460633853,94319767.4741563,0.0981809895575447,11408525.5310673,89.653663477814,25.2832243936869,11.8941379230625,103.078420951136,8.58833418555726,96.00155,,,-0.586661299999999,-0.3329464,0.7608377,-0.2154153,-0.3044292,0.1742773,MNG
2016,3817.91962716702,3619.90026383792,2.99312676057677,18.6646598388544,,10.050012393618,67.3752329462841,3088856.0,-37.1726532341221,-4156404703.77687,0.12943847220847,14472969.4528,101.055237224997,19.1411449132053,11.3509934515419,110.745846833017,7.40877765544203,97.82071,,,-0.6103892,-0.358860199999999,0.7157785,-0.1441468,-0.0277123,0.2098394,MNG
2017,3956.2049437134,3645.96708669551,10.8004464117482,22.3489597718333,,17.0883999734036,68.5663192196116,3148917.0,13.0160280600797,1494350363.46922,0.42343771701255,48614239.5670593,115.932901867963,25.3557316795369,13.5469084468923,125.18399904135,9.42524781243437,97.86929,,,-0.5320484,-0.4472314,0.716039,-0.1693798,-0.0358613,0.1974465,MNG
2018,4183.85566447661,4107.64288528468,7.96061586470999,26.8454271041154,,19.8676151919941,69.8272896578172,3208189.0,14.8088797144773,1951528195.81852,0.211918906156845,27926874.1839935,126.355873241513,29.4471350360738,16.6885283141983,133.283865358717,11.6757363214894,97.69756,10.2995504852348,,-0.573848799999999,-0.2974017,0.7490657,-0.179897299999999,0.0263885,0.1650009,MNG
2019,4337.8167085432,4347.54610314873,9.97221325666415,27.9834550940703,,14.7739570464507,70.0533480599967,3267673.0,17.1989395200126,2443343095.41814,0.893780440477264,126973658.202521,124.396514621165,31.8493298423875,16.8505209165187,136.719198864644,10.8709379901012,,9.6665339900978,,-0.6152153,-0.3385736,0.7382926,-0.2038322,-0.0663774999999999,0.1580404,MNG
2020,4066.03410882791,4001.25193077703,3.70672176955705,23.5781782369194,,13.4736928829141,69.9348834417138,3327204.0,12.9130799939653,1719115941.52002,0.195051841106499,25967215.3836045,112.838647629317,26.4896339317947,14.1457872325812,132.610273840436,9.99901239369938,,7.91741778266991,,-0.6207183,-0.311666999999999,0.7498288,-0.1742243,-0.1342621,0.1817007,MNG
2021,4063.53669849245,4517.61578018785,14.4200654807454,26.8353436062842,,33.1372162654312,68.9601962710717,3383741.0,14.217731942267,2173385309.77255,0.741588812452762,113362541.74866,119.098078437771,30.1453356058584,16.9088495192029,140.352142155192,11.9543703966315,,4.08121735376688,,-0.6644684,-0.3519979,0.7338327,-0.1731689,-0.1284159,0.1480496,MNG
2022,4205.88554513551,4993.51487463495,17.7147124177501,29.813559943485,,,68.6313329438277,3433748.0,14.6053065112102,2504294749.65085,0.442409441117436,75857609.6801519,136.327929944516,27.4540738791038,15.7742886700947,142.808581769425,12.6747223506098,,6.41572588091369,,-0.662165,-0.2986908,0.6315013,-0.1500746,-0.194625599999999,0.1368044,MNG
