year,gdp_per_capita_constant,gdp_per_capita_current,gdp_deflator,gfkf_percent,gfkf_privat,natural_resources_rents,population_share_largest_city,population_total,fdi_inflow_percent,fdi_inflow_abs,fdi_outflow_percent,fdi_outflow_abs,trade_share,tax_as_perc_of_revenue,tax_of_gdp,mobile_phone_subs,telephone_subs,prim_netenrol,lowsec_netenrol,upsec_netenrol,cc,ge,pv,rl,rq,va,ISO3
1996,6640.72624266152,5179.13052009976,18.4562437703411,18.6406537878258,,1.14889170835858,12.5437249763,164202549.0,1.47596541133615,12552000000.0,0.104065438896789,885000000.0,15.6355914783829,,,1.504575585,9.2,,,,0.1194144,0.0175673,-0.0325198,-0.3408545,-0.1070223,0.2728291,BRA
1997,6764.85764267331,5299.39794248133,7.72902341004782,19.1229011235712,,1.03895894476099,12.4139980240328,166661659.0,2.1504523942889,18992934310.6468,0.126308406881485,1115564000.0,16.5762092633371,,,2.69954844,10.2,,,,,,,,,,BRA
1998,6687.49446621217,5105.89246192003,4.92436158675291,18.5423484993731,,0.962811621846264,12.2728680976832,169159655.0,3.34088713373843,28855609916.42,0.330436103719175,2854013000.0,16.438584928207,,,4.307896658,11.8,,,,0.1677642,-0.1804286,-0.103381599999999,-0.369799799999999,0.0692395,0.2710228,BRA
1999,6621.63600079445,3493.57192043228,8.01050087686829,17.0162942188145,,1.71450974118159,12.1429348170686,171641543.0,4.73376982673849,28385675614.9902,0.24975865811098,1497658000.0,20.982166473881,,,8.665064415,14.6,96.914,,,,,,,,,BRA
2000,6817.78345634413,3766.54786339835,5.60606515271778,18.3044880298194,,2.15912007223176,12.0485112165396,174018282.0,5.0339171410898,32994718699.75,0.380970768510531,2497066000.0,22.6397613589755,,,13.3251349993215,17.7718522700965,,,,0.1106033,-0.161961,0.3964531,-0.366494999999999,0.0857225,0.2885598,BRA
2001,6823.0331851176,3176.28975052524,8.22509431643341,18.4180865006086,,2.23774123802714,11.9982287140641,176301203.0,4.14759326073982,23225846372.251,-0.265917202431588,-1489093000.0,26.936285024943,,,16.3049193714237,21.2311534822596,98.03385,,,,,,,,,BRA
2002,6944.62257593723,2855.94017137049,9.79811223431311,17.9262508224679,,2.8154673100718,11.9644538020154,178503484.0,3.25358063263725,16586600193.114,0.486176342253777,2478504000.0,27.6183574077173,,,19.540774901626,21.7422563024036,95.73049,,19.12073,0.0977714,-0.0536477,0.3357229,-0.3005311,0.0920433,0.4840152,BRA
2003,6941.43965883253,3090.6068907839,14.091021527267,16.6047591510601,,2.70034429443933,11.9439581570883,180622688.0,1.81340059419325,10123013670.99,0.0409844461372051,228789000.0,28.1403847215489,,,25.6741091130257,21.7054681414109,93.17962,,16.73021,0.0538006,-0.117771199999999,0.1101752,-0.387330099999999,0.188343,0.489488,BRA
2004,7258.78101654079,3663.82262497811,7.75206075946269,17.3202333227377,,2.53496036492128,11.934585161985,182675143.0,2.71353208011572,18161380459.7533,1.46759909025029,9822484000.0,29.6782524803495,,,35.9134794819895,21.6662772778013,94.42334,,16.01712,-0.104169299999999,-0.217134399999999,-0.2198219,-0.2921475,0.0364364,0.4728434,BRA
2005,7409.56827992249,4827.78165890291,7.43122475743978,17.0561834601584,,3.65047497650545,11.9326456157062,184688101.0,1.73389357182998,15459981604.1196,0.326410997680031,2910390869.14063,27.0867952052479,,,46.6788794368512,21.5783257200744,94.85334,,15.42777,-0.247161599999999,-0.3449277,-0.1740759,-0.3517713,0.0948275,0.5823979,BRA
2006,7622.03919432148,5934.14561857454,6.77427409299591,17.2102995751944,,3.82714515901824,11.938290718476,186653106.0,1.753125434984,19418085598.0793,2.60000669493583,28798368645.1415,26.0416998879446,,,53.5317215669585,20.7873315539684,,,,-0.213272599999999,-0.378799,-0.2563589,-0.3073782,0.0008242,0.6050008,BRA
2007,8003.2532101272,7409.69003822861,6.43903810176141,17.9957613418704,,4.10201494553661,11.9513249806261,188552320.0,3.19082655934052,44579492463.6336,1.22117795482347,17061251190.3686,25.2926113757805,,,64.1626170391327,20.8958563861744,91.58906,,18.55159,-0.2877377,-0.3870143,-0.2225111,-0.3124145,-0.0432525999999999,0.5861992,BRA
2008,8330.76364001877,8908.33338467948,8.77855272985859,19.3853295545005,,4.7760488329414,11.9720609681675,190367302.0,2.99060892561747,50716402711.4787,1.53994925303121,26115312437.8662,27.2575694165953,,,79.1319735150735,21.6608874353853,97.54903,,17.19542,-0.0919325,-0.1188332,-0.173844299999999,-0.247276299999999,0.1558475,0.6354814,BRA
2009,8246.09612122851,8678.6584730653,7.31348274152151,19.1019580386452,,2.38487387569911,11.9998287851329,192079951.0,1.88848240446291,31480931700.0,-0.273058441443156,-4551874100.0,22.1059756060711,,,88.1849371150662,21.6040236286816,95.52765,,17.13865,-0.0402027,-0.0252664999999999,0.1161689,-0.2053216,0.1497206,0.5739753,BRA
2010,8792.63334959864,11403.2840038694,8.42333833928338,20.5346736503101,,3.64871282999395,12.0334989685765,193701929.0,3.73001226987179,82389932468.07,1.21163296181241,26763010595.47,22.7721781132208,46.6817412544493,14.2495759571669,101.666503279892,21.7558070885293,,,16.66361,-0.0150966,-0.0076855,-0.1493446,-0.0413875,0.1900322,0.6301767,BRA
2011,9067.99212019529,13396.6263158041,8.31859221974891,20.6089642091972,,4.33686638966397,12.043132354287,195284734.0,3.91517954138648,102427228231.42,0.61414966468268,16067117026.88,23.9344051765103,48.3111480997577,14.8512987836869,120.008104166504,22.0323596825546,95.00738,,16.34985,0.2097513,-0.0357455,-0.1721799,-0.0747892,0.1885087,0.5275116,BRA
2012,9167.49818450433,12521.7238454434,7.94312693747628,20.7167127710863,,3.85552495977285,12.0514362953686,196876111.0,3.75496210868766,92568388321.34,0.0845059525005484,2083264650.91,25.1142736103322,47.0872362935215,14.3324110912951,126.131962754994,22.5041493226164,98.0755,4.66673994064331,15.97387,-0.0113872,-0.0055523,-0.0995934,-0.0446889,0.1894102,0.5532977,BRA
2013,9366.73824670239,12458.8903396625,7.50456453269075,20.9119218716012,,3.78686028400519,12.0602466928996,198478299.0,3.04150922966082,75211029129.4,0.632618133978494,15643503704.82,25.7859573281452,47.9028629088077,14.1253057440144,136.589138644321,22.6917084774089,93.76937,2.78695011138916,17.26308,-0.0608636,0.1384625,-0.3656427,-0.134532999999999,0.1300154,0.4259615,BRA
2014,9338.34170840985,12274.9941630213,7.84670975119843,19.873028904781,,3.28623279487755,12.0705684483939,200085127.0,3.57135261310663,87713983217.24,0.839026329666322,20606853865.14,24.685405813292,49.0200601734417,13.4900745188,140.304679417776,22.0547067448946,94.84088,4.77772998809815,16.69174,-0.2351787,-0.0203333,-0.2414052,-0.1419913,-0.0364999,0.4250488,BRA
2015,8936.1955889444,8936.1955889444,7.56617500786905,17.8358070494598,,2.35832735012319,12.0834903171982,201675532.0,3.59214973121732,64738153494.44,0.173896141556891,3133977129.73,26.9536259372369,49.0846482708627,13.6296293660298,127.83616904008,21.6571343914938,94.73055,5.00841999053955,16.45139,-0.3512683,-0.1018264,-0.4959054,-0.225204699999999,-0.0963301999999999,0.461258,BRA
2016,8577.84277969667,8836.28546025694,8.10360437332622,15.524327323785,,2.43013532231265,12.1010827819006,203218114.0,4.13737853830264,74294627801.19,0.818262350093809,14693481918.84,24.5336820770756,52.7247610330327,13.7104309801646,120.101181531485,20.6693917058988,95.47144,3.85436010360718,16.60114,-0.366817699999999,-0.100539499999999,-0.5263958,-0.1485678,-0.0962291,0.4599637,BRA
2017,8628.25209645723,10080.5078722821,3.67138450418945,14.5589865164471,,2.73375767842298,12.1232749496972,204703445.0,3.33826028420938,68885491315.23,1.03418275096411,21340512975.24,24.3197343741684,51.1938737028877,13.6052285149172,108.092570205646,19.7239963401691,96.29925,4.15423011779785,16.72391,-0.4693688,-0.1049895,-0.602133799999999,-0.2808179,-0.106341399999999,0.4292352,BRA
2018,8722.33529970988,9300.66072904004,4.49353432783231,15.0969119559144,,3.61759120230309,12.1518687787407,206107261.0,4.07858861807831,78183840044.98,0.10561500408169,2024569614.32,28.876203376153,50.2609067155482,13.9401079937228,101.602460284017,18.5883426979314,,3.11989998817444,,-0.407628,-0.206420599999999,-0.645190399999999,-0.4015041,-0.244291999999999,0.2933228,BRA
2019,8771.43950372603,9029.83304401079,4.22425886378237,15.4711697443353,,3.21717303299592,12.1489639961968,207455459.0,3.69267330426814,69174411753.45,1.21815772946045,22819604501.96,28.8902578697354,52.761214409376,13.7376948372805,97.3747376780285,16.2506579303849,,3.44717001914978,,-0.372764,0.0428329,-0.722116299999999,-0.3861785,-0.099421,0.2046798,BRA
2020,8435.01046209185,7074.19407495707,6.47249962311274,16.5610215624606,,3.22987656043381,12.1549858143947,208660842.0,2.59263784624068,38270116307.45,-0.234891699268367,-3467253501.56,32.3020785443492,54.4042896741249,12.7193878562357,98.6456198619193,14.6907357922001,,3.49175000190735,,-0.337231599999999,-0.0873994999999999,-0.427421599999999,-0.392171899999999,-0.1518853,0.166765,BRA
2021,8799.22844579944,7972.53696080695,13.0472708596343,17.9178490537897,,7.94111199933246,12.1786494651289,209550294.0,2.77979074096507,46440503520.19,0.972038115112356,16239330119.85,37.6563307592575,54.7968616856832,14.1366751329846,104.824727184587,13.7854218424528,,4.24021005630493,,-0.404589,-0.0686133999999999,-0.3922756,-0.4091435,-0.1510718,0.0763533,BRA
2022,9032.08377657776,9281.33282136864,8.57028196142548,17.8004023929581,,,12.2099014641779,210306415.0,3.86803201499441,75501038733.31,1.70880603590923,33354592259.0,38.8160659764321,61.2435448939949,14.7258479185314,101.245468903076,12.9634604821731,,3.95135998725891,,-0.4562788,-0.2352194,-0.415796899999999,-0.4398335,-0.1989311,0.0304374,BRA
2023,9288.02594608687,10377.5897719195,5.15950107501996,16.4109751089246,,,12.2273469806966,211140729.0,2.86383330702497,62750364285.48,1.14766572316818,25146869418.03,33.6662298301284,61.1701888191045,14.0418624169376,101.020256020808,12.1123073322343,,,,-0.451506099999999,-0.2666224,-0.521574099999999,-0.483012599999999,-0.2359869,0.2490433,BRA
2024,9566.74408628371,10310.5488778166,4.07967448439621,16.9093613196902,,,12.2394300360424,211998573.0,3.38960802616211,74090786050.19,1.20498232875479,26338764607.87,35.5845239385389,58.6725947925963,15.4102340832182,101.926846460424,10.6345130917461,,3.572350025177,,-0.4088904,-0.224002999999999,-0.5205702,-0.446218,-0.2945386,0.3164771,BRA
2025,,,,,,,12.2513901140275,,,,,,,,,,,,,,,,,,,,BRA
1960,,,,,,,,7950.0,,,,,,,,0.0,,,,,,,,,,,VGB
1961,,,,,,,,8034.0,,,,,,,,,,,,,,,,,,,VGB
1962,,,,,,,,8070.0,,,,,,,,,,,,,,,,,,,VGB
1963,,,,,,,,8114.0,,,,,,,,,,,,,,,,,,,VGB
1964,,,,,,,,8168.0,,,,,,,,,,,,,,,,,,,VGB
1965,,,,,,,,8257.0,,,,,,,,0.0,,,,,,,,,,,VGB
1966,,,,,,,,8413.0,,,,,,,,,,,,,,,,,,,VGB
1967,,,,,,,,8646.0,,,,,,,,,,,,,,,,,,,VGB
1968,,,,,,,,9000.0,,,,,,,,,,,,,,,,,,,VGB
1969,,,,,,,,9533.0,,,,,,,,,,,,,,,,,,,VGB
1970,,,,,,,,9933.0,,,,,,,,0.0,8.349859096,,,,,,,,,,VGB
1971,,,,,,,,10095.0,,,,,,,,,8.14084,,,,,,,,,,VGB
1972,,,,,,,,10235.0,,,,,,,,,8.14084,,,,,,,,,,VGB
1973,,,,,,,,10367.0,,,,,,,,,8.14084,,,16.93182,,,,,,,VGB
1974,,,,,,,,10494.0,,-7730000.0,,,,,,,8.14084,,,,,,,,,,VGB
1975,,,,,,,,10606.0,,,,,,,,0.0,14.78311613,,,17.30435,,,,,,,VGB
1976,,,,,,,,10709.0,,800000.0,,,,,,0.0,13.71308017,,,17.10417,,,,,,,VGB
1977,,,,,,,,10800.0,,590000.0,,,,,,0.0,15.03119682,,,,,,,,,,VGB
1978,,,,,,,,10886.0,,130000.0,,,,,,0.0,16.12752867,,,,,,,,,,VGB
1979,,,,,,,,10965.0,,860000.0,,,,,,0.0,16.36631114,,,14.53571,,,,,,,VGB
1980,,,,,,,,11130.0,,-1139999.9,,,,,,0.0,16.563147,,,,,,,,,,VGB
1981,,,,,,,,11479.0,,,,,,,,0.0,,,,14.38182,,,,,,,VGB
1982,,,,,,,,11921.0,,2529999.9,,,,,,0.0,,,,,,,,,,,VGB
1983,,,,,,,,12370.0,,17539999.9,,,,,,0.0,,88.77666,,,,,,,,,VGB
1984,,,,,,,,12820.0,,1240000.0,,,,,,0.0,17.71347918,87.32153,,13.23,,,,,,,VGB
1985,,,,,,,,13269.0,,16430000.0,,,,,,0.0,19.67126193,97.74957,2.42809009552002,,,,,,,,VGB
1986,,,,,,,,13726.0,,-3580000.0,,,,,,,19.34680726,,,,,,,,,,VGB
1987,,,,,,,,14194.0,,-270000.0,,,,,,,24.79988666,,,,,,,,,,VGB
1988,,,,,,,,14680.0,,1480000.0,,157573023.7,,,,,31.31638457,,,,,,,,,,VGB
1989,,,,,,,,15180.0,,70959999.9,,3237026646.8,,,,,36.29978133,,,,,,,,,,VGB
1990,,,,,,,,15704.0,,18350000.0,,-2519591860.0,,,,0.0,41.3,98.26091,,11.8913,,,,,,,VGB
1991,,,,,,,,16187.0,,4860000.0,,1524326220.0,,,,,45.5,99.64743,,11.83158,,,,,,,VGB
1992,,,,,,,,16593.0,,-131220000.0,,42353890.0,,,,,46.4,99.66632,6.54911994934082,11.57143,,,,,,,VGB
1993,,,,,,,,16989.0,,675980000.0,,4906321170.0,,,,,47.3,,,,,,,,,,VGB
1994,,,,,,,,17406.0,,677510000.0,,1828774510.0,,,,,50.3,96.60036,1.00818002223969,11.38261,,,,,,,VGB
1995,,,,,,,,17840.0,,-576710000.0,,3297641720.0,,,,,52.7,,,,,,,,,,VGB
1996,,,,,,,,18287.0,,1109550000.0,,2559623110.0,,,,6.622516556,52.6,,,,,,,,,,VGB
1997,,,,,,,,18756.0,,3636650000.0,,4173020980.0,,,,,52.2,,,,,,,,,,VGB
1998,,,,,,,,19238.0,,8777518710.0,,2884158930.0,,,,,52.0,,,,,,,,,,VGB
1999,,,,,,,,19730.0,,7915398870.0,,10581983240.0,,,,,51.7,95.35541,,7.22967,,,,,,,VGB
2000,,,,,,,,20241.0,,8073327000.0,,36367397000.0,,,,,51.3808606294156,81.85025,5.96708011627197,10.22297,,,,,,,VGB
2001,,,,,,,,20796.0,,3791260000.0,,30073089000.0,,,,,50.4904789382574,88.7281,,10.41333,,,,,,,VGB
2002,,,,,,,,21430.0,,5451882000.0,,14166008000.0,,,,37.3308446103593,54.619692020532,93.48189,,9.59639,,,,,,,VGB
2003,,,,,,,,22134.0,,9660121000.0,,14942339000.0,,,,,71.4421252371917,95.21401,,9.60588,,,,,,,VGB
2004,,,,,,,,22881.0,,28309656000.0,,10900980000.0,,,,,75.8139941436126,,,9.27717,,,,,,,VGB
2005,,,,,,,,23665.0,,-7142639000.0,,18345040000.0,,,,,66.6131417705472,89.76744,,9.27094,,,,,,,VGB
2006,,,,,,,,24493.0,,12029088000.0,,29888772000.0,,,,,62.8056995876373,88.73293,,9.65025,,,,,,,VGB
2007,,,,,,,,25366.0,,37163179000.0,,49765591000.0,,,,81.6052984309706,58.1605298430971,96.55137,,8.61435,,,,,,,VGB
2008,,,,,,,,26288.0,,52554448000.0,,46385606000.0,,,,87.492391965916,54.13496652465,,,,,,,,,,VGB
2009,,,,,,,,27218.0,,42212878000.0,,37173201000.0,,,,172.793739437137,49.845690351973,93.49986,,8.70852,,,,,,,VGB
2010,,,,,,,,27675.0,,42386824910.0,,49310830520.0,,,,171.721770551039,46.0957542908762,,,8.70815,,,,,,,VGB
2011,,,,,,,,28710.0,,50788161140.0,,53802122790.0,,,,162.302333681644,43.5876001393243,90.92355,9.15086562242374,8.04603,,,,,,,VGB
2012,,,,,,,,30345.0,,61121510450.0,,53935971840.0,,,,160.497610809029,40.4284066567804,91.81669,3.09194467046379,,,,,,,,VGB
2013,,,,,,,,31703.0,,104804764400.0,,69362540610.0,,,,168.457243793963,38.103649496893,94.10986,4.2570281124498,,,,,,,,VGB
2014,,,,,,,,32962.0,,40462007210.0,,77965868440.0,,,,166.142831138887,35.9474546447424,91.05875,0.698890960596451,7.70155,,,,,,,VGB
2015,,,,,,,,34498.0,,66712741570.0,,60908443660.0,,,,165.792219838831,34.0715403791524,,0.896156688839631,8.0757,,,,,,,VGB
2016,,,,,,,,33878.0,,49022945940.0,,30167796260.0,,,,117.152724481965,32.9623944742901,,,7.45055,,,,,,,VGB
2017,,,,,,,,32699.0,,39609971330.0,,50904064250.0,,,,134.692192421787,29.1874369246766,,,8.70656,,,,,,,VGB
2018,,,,,,,,34657.0,,34389709120.0,,41586972790.0,,,,115.28406959633,18.0742707101019,,,,,,,,,,VGB
2019,,,,,,,,36395.0,,39103361610.0,,44153535470.0,,,,108.624811100426,56.6149196318176,,,,,,,,,,VGB
2020,,,,,,,,37135.0,,39619635210.0,,42280161620.0,,,,94.6896458866299,54.9670122525919,,,,,,,,,,VGB
2021,,,,,,,,37809.0,,39361498410.0,,43216848540.0,,,,99.5556613504721,59.6974265386548,,28.3395755305868,,,,,,,,VGB
2022,,,,,,,,38319.0,,38118551090.0,,42809379600.0,,,,92.8912549909966,63.0992458049531,,26.2994995117188,,,,,,,,VGB
2023,,,,,,,,38985.0,,39889381820.0,,44158493710.0,,,,90.8246761574965,62.7010388611004,,23.4680573663625,,,,,,,,VGB
2024,,,,,,,,39471.0,,53598706970.0,,59451022980.0,,,,93.1316662866408,61.926477667148,,17.9468772433597,,,,,,,,VGB
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,VGB
1960,,,,,,,,88347.0,,,,,,,,0.0,,,,,,,,,,,BRN
1961,,,,,,,,92517.0,,,,,,,,,,,,,,,,,,,BRN
1962,,,,,,,,96719.0,,,,,,,,,,,,,,,,,,,BRN
1963,,,,,,,,101159.0,,,,,,,,,,,,,,,,,,,BRN
1964,,,,,,,,105922.0,,,,,,,,,,,,,,,,,,,BRN
1965,,1028.88450343084,,,,,,110838.0,,,,,,,,0.0,,,,,,,,,,,BRN
1966,,1145.70592233266,,,,,,115874.0,,,,,,,,,,,,,,,,,,,BRN
1967,,1148.84303232869,,,,,,121017.0,,,,,,,,,,,,,,,,,,,BRN
1968,,1274.0903793851,,,,,,126222.0,,,,,,,,,,,,,,,,,,,BRN
1969,,1226.43698889034,,,,,,131446.0,,,,,,,,,,,,,,,,,,,BRN
1970,,1325.15598362979,,,,3.1223848976925,,135138.0,47.76106286027,85530000.0,,,,,,0.0,,,,19.42301,,,,,,,BRN
1971,,1432.16600656705,,,,3.31998435488875,,137921.0,-8.88491673577708,-17550000.0,,,,,,,,,,17.12772,,,,,,,BRN
1972,,1904.66760457331,,,,9.96079848698807,,142189.0,-1.3957466472033,-3779999.9,,,,,,,,,,16.07683,,,,,,,BRN
1973,,2938.85095702716,,,,24.8462723103536,,147369.0,0.0669598234410218,290000.0,,,,,,,,,,15.57464,,,,,,,BRN
1974,64932.0843458243,15194.792305663,,,,62.6066949632889,,152656.0,0.0896715523833502,2080000.0,,,49.7125277514305,,,,,,,15.95343,,,,,,,BRN
1975,62303.4681448926,15793.1312553958,5.40841250879831,,,65.5154368311645,,158070.0,0.0340487543085978,850000.0,,,53.1102490548651,,,0.0,,,,18.68798,,,,,,,BRN
1976,72760.0838890241,18671.3624129294,5.48367913232401,,,69.5544887840784,,163607.0,-1.01120688599369,-30890000.0,,,52.1340989352977,,,0.0,,,,15.61802,,,,,,,BRN
1977,77308.8630968501,21746.8559126458,8.22370986590828,,,65.35439118757,,169277.0,-0.089371998032877,-3290000.0,,,52.1156792995169,,,0.0,4.221388368,89.63365,21.2628402709961,15.02817,,,,,,,BRN
1978,80082.6794581564,23446.5341231193,-2.9746800408402,,,61.720982948731,,174884.0,0.111451897749911,4570000.0,,,51.8421111606872,,,0.0,4.654436473,89.75917,19.4096908569336,14.42004,,,,,,,BRN
1979,96517.1336821703,33501.2782714145,13.3685689329452,,,,,180422.0,0.0057905147655504,350000.0,,,50.6549538658753,,,0.0,5.221185924,80.04534,15.8640098571777,13.23746,,,,,,,BRN
1980,84483.3896949123,58005.3424763282,94.7724665478483,,,59.9004315226865,,186111.0,-0.181280373659333,-19570000.0,,,47.9509948297202,,,0.0,5.906737406,79.89489,14.4685401916504,12.34324,,,,,,,BRN
1981,63568.3324706453,48793.4422577232,10.3065506616772,,,39.2975147095092,,191977.0,-0.118605108924478,-11109999.9,,,49.8078631881218,,,0.0,7.215942462,76.09079,12.6062097549438,11.61834,,,,,,,BRN
1982,63000.67420568,45074.5499241983,-5.58342929839709,,,24.4442998217197,,198165.0,0.0695237596711849,6210000.0,,,50.8759360327181,,,0.0,7.476449185,74.54283,13.0314502716065,,,,,,,,BRN
1983,61220.7080386665,38720.0939254718,-12.7143643318788,,,33.1713091192494,,204741.0,0.0456633057126419,3620000.0,,,52.0135765985473,,,0.0,8.191863071,75.85916,9.52842044830322,,,,,,,,BRN
1984,57811.7720728478,36061.3815259405,-0.439743751162723,,,37.9330038895309,,211661.0,0.0104810980224026,800000.0,,,,,,0.0,8.850299513,76.84005,9.90027046203613,11.05164,,,,,,,BRN
1985,54270.0845517948,31827.4059557344,-3.02513075616653,,,34.7995986956058,,218919.0,0.0526721872603445,3669999.9,,,,,,0.0,9.367951413,,,10.8093,,,,,,,BRN
1986,49618.4647311583,18500.5408625966,-37.0798606330313,,,33.9562595972498,,226495.0,-0.144381757212871,-6049999.9,,,,,,0.0,9.703457129,80.08959,,10.03709,,,,,,,BRN
1987,49057.0847164443,21029.7189772961,11.1997682582331,,,35.1004069730623,,233860.0,-0.0014233399049797,-70000.0,,,,,,0.0,10.35370532,,,,,,,,,,BRN
1988,46889.4915760067,18824.7637309359,-10.5074011684662,,,26.4239625063631,,240913.0,0.0101430382170533,460000.0,,,,,,0.0,11.21967696,,,,,,,,,,BRN
1989,44296.3390449877,20090.0690184766,9.47928387762059,11.132431245796,,32.9595689344962,,248064.0,0.200657237491346,10000000.0,,,58.1211683063787,,,,11.90484633,,,,,,,,,,BRN
1990,44179.827869454,23658.7166330381,9.73556985962955,10.8883467958047,,38.9442334526855,,255292.0,0.115896321459632,7000000.0,,,57.7484299019104,,,0.676521792,13.7,,,,,,,,,,BRN
1991,44201.1394947727,23932.1897281583,-3.6334054234549,12.1490865531045,,24.5444897748744,,262596.0,0.0795608585095366,5000000.0,,,62.9376106272656,,,1.120951605,14.9,89.85875,,11.83195,,,,,,,BRN
1992,41672.3708419389,23450.8964055243,-1.99597153690328,15.3763343274918,,26.0034551280989,,269839.0,0.110620055774864,7000000.0,,,69.9356430075004,,,1.479006258,17.8,91.66947,,11.93772,,,,,,,BRN
1993,40342.0504065212,22397.0737447404,-2.14230729384995,19.6242738719365,,27.5414502126718,,276971.0,0.128962786390687,8000000.0,,,70.5057160411668,,,2.916621299,19.9,94.30621,,12.07103,,,,,,,BRN
1994,39721.4345352129,22766.587177075,-2.40674394472703,18.1087984709979,,26.0634043120685,,284091.0,0.0910667602669195,5890000.0,,,62.8696183920448,,,5.351515401,21.7,94.42407,,11.95649,,,,,,,BRN
1995,39274.4980204335,26443.2564746713,9.00608895162978,22.5398742056951,,23.9593323667548,,291195.0,7.56817735833536,582760560.0,,,71.0372539498999,,,11.99644263,23.4,97.98266,,,,,,,,,BRN
1996,38331.6576177026,25692.2357348562,-0.965394473756703,27.5780982591353,,26.9444100718296,,298276.0,8.52887668057275,653600000.0,,,80.4854766978859,,,14.21442475,26.4,,,,0.7430807,0.6637232,1.4318661,1.0524394,1.2229837,-0.9373843,BRN
1997,39820.2107524086,25522.3975038009,0.695853944845325,23.6709520913239,,25.8932437123593,,305341.0,9.00470812938275,701740000.0,,,77.1488095360526,,,14.36712801,25.1,,,,,,,,,,BRN
1998,36331.1813349886,17769.2463451942,-13.9889900992923,24.6719369741807,,18.2806644004442,,312385.0,10.3272545839264,573250000.0,,,78.7306051610635,,,15.34552338,24.9,,,10.61521,0.3793189,0.4658818,1.317516,0.7804884,0.5577641,-0.946946,BRN
1999,37045.9342568638,19752.2013255542,10.4058185056936,15.5887589991886,,24.3701807888526,,319411.0,11.8538647572496,747868670.0,,,75.9893555053428,,,20.18070908,24.8,,,11.01632,,,,,,,BRN
2000,37509.5983847742,20130.2572346624,2.37672071560635,18.6491948431551,,34.9806797269488,,326424.0,8.36413523538418,549607250.0,,,87.0553329877697,,,29.1032522118472,24.6611768742494,,,10.85358,0.3709386,0.4679436,1.352238,0.7763369,0.7352101,-0.901759299999999,BRN
2001,37269.3099216587,18287.8272281914,-4.97305306003145,21.062581811282,,28.0689587422791,,333345.0,0.995621601100518,60694643.6567848,,,91.0997876196857,,,42.8996985105521,26.5310714125006,,,10.95232,,,,,,,BRN
2002,37976.2627573601,18621.2922577525,-0.135384319311655,33.7978768533758,,25.6090865095569,,340099.0,3.62654271526088,229671955.675395,,,93.2161814722477,,,45.1771395975878,23.8989235487314,,,11.20533,0.1845583,0.4681076,1.0153958,0.7815546,1.2956322,-0.802441899999999,BRN
2003,38595.1688513702,20677.9001143188,6.3099703644512,21.9238165341021,,28.186665250467,,346637.0,1.72747847638813,123820911.146426,,,89.085616098756,,,51.16735951442,23.6342340834937,,,10.63001,0.1825345,0.459714,1.0479687,0.7793346,1.1730273,-0.8619091,BRN
2004,37948.6590825194,24423.0946995548,16.5419528538208,19.5378575210295,,30.6736955466632,,352911.0,1.31341824941979,113205866.961457,0.482354019176907,41574955.2340904,84.8821666638192,,,57.3668715341828,23.5470132696346,,,10.19265,0.2083065,0.4073455,1.0993465,0.6210766,0.7918227,-0.878450699999999,BRN
2005,37312.2778797122,29386.2703822862,20.5036164588892,16.1042363710426,,34.870561902884,,358916.0,1.65985733716788,175068516.562807,,,81.6201140155232,,,64.8898349474529,23.3731569503728,,1.25766003131866,10.09195,0.1789631,0.4552184,1.1115893,0.1616576,1.1720432,-0.7641212,BRN
2006,38229.3565684183,34674.7995236452,9.94435194380551,15.1973603615226,,37.4065877795075,,364663.0,0.694676100917879,87839128.3133848,0.13805623038032,17456680.7736958,81.5709547429689,,,82.6516537186389,21.9863271020093,,,10.78425,0.1842129,0.6451745,1.1147081,0.1605095,1.1694272,-0.790858,BRN
2007,36174.516515486,36217.3290706015,4.69688845361324,19.7622730940695,,33.5991567858711,,370873.0,1.91806992225192,257635717.488309,,,81.0114146368958,,,98.7232826331386,21.4504695677496,,,10.80323,0.1804524,0.6480843,1.1198586,0.3784568,1.1739818,-0.8301993,BRN
2008,34126.6941563969,42156.5685838672,16.0207674667904,20.6452002021794,,31.9744920960436,,377793.0,1.39506580939608,222184549.489168,,,89.7454253523344,,,105.575540044416,21.3836677757396,,,10.54877,0.2792377,0.6779864,1.1203026,0.4440116,0.949121,-0.795314299999999,BRN
2009,32855.6021602466,30946.4673773828,-21.739266710199,26.2134659610584,,23.5521044849525,,384952.0,2.73305999823298,325586827.786628,,,90.2870882587894,,,107.255450030134,20.9244269415408,93.18006,,10.45838,0.9266343,0.7798184,1.3123741,0.6593957,1.0232638,-0.593932999999999,BRN
2010,33121.3178241724,34937.5555357155,4.98008972872196,23.5321395841361,16.6096541442437,26.7152441963854,,392332.0,3.50710078835613,480722550.0,,,95.3715460226132,,,110.901991170743,20.3656596963796,,1.77602005004883,,0.9284875,0.7436709,1.2633781,0.6410918,1.0035146,-0.578133,BRN
2011,33754.3640783713,46382.8274255349,20.1807687225469,25.9140205339105,20.5941583581609,29.6086211413466,,399389.0,3.73105568458092,691170270.0,,,99.5379309038179,,,110.959741004384,19.9902851605828,,0.923129975795746,9.93749,0.945319,0.7425023,0.9587232,0.6708764,1.0180884,-0.5124769,BRN
